Ano;Trimestre;V4010;PNAD CONTÍNUA _COD(TÍTULO);avg_teleworkable;minimum_conditions;teleworkable_score
2019;1;2433;Profissionais de vendas técnicas e médicas (exclusive tic);1;1;1
2019;1;2511;Analistas de sistemas;1;1;1
2019;1;2512;Desenvolvedores de programas e aplicativos (software);1;1;1
2019;1;2514;Programadores de aplicações;1;1;1
2019;1;2522;Administradores de sistemas;1;1;1
2019;1;2611;Advogados e juristas;1;1;1
2019;1;2619;Profissionais em direito não classificados anteriormente;1;1;1
2019;1;2631;Economistas;1;1;1
2019;1;2632;Sociólogos, antropólogos e afins;1;1;1
2019;1;2634;Psicólogos;1;1;1
2019;1;2635;Assistentes sociais;0.5;1;0.5
2019;1;2641;Escritores;1;1;1
2019;1;2642;Jornalistas;1;1;1
2019;1;2651;Artistas plásticos;0.5;1;0.5
2019;1;2652;Músicos, cantores e compositores;0.25;0.5;0.125
2019;1;3112;Técnicos em engenharia civil;0.25;0;0
2019;1;3113;Eletrotécnicos;0;1;0
2019;1;3115;Técnicos em engenharia mecânica;0;1;0
2019;1;3118;Desenhistas e projetistas técnicos;1;1;1
2019;1;3153;Pilotos de aviação e afins;0;1;0
2019;1;3211;Técnicos em aparelhos de diagnóstico e tratamento médico;0;0.6666666666666666;0
2019;1;3213;Técnicos e assistentes farmacêuticos;0;1;0
2019;1;3221;Profissionais de nível médio de enfermagem;0;0.8333333333333334;0
2019;1;3240;Técnicos e assistentes veterinários;0;1;0
2019;1;3251;Dentistas auxiliares e ajudantes de odontologia;0;1;0
2019;1;3253;Trabalhadores comunitários da saúde;0;1;0
2019;1;3257;Inspetores de saúde laboral, ambiental e afins;0;0.3333333333333333;0
2019;1;3258;Ajudantes de ambulâncias;0;1;0
2019;1;3311;Agentes e corretores de bolsa, câmbio e outros serviços financeiros;1;0;0
2019;1;3312;Agentes de empréstimos e financiamento;0.6666666666666666;1;0.6666666666666666
2019;1;3313;Contabilistas e guarda livros;1;1;1
2019;1;3314;Profissionais de nível médio de serviços estatísticos, matemáticos e afins;0.8;1;0.8
2019;1;3321;Agentes de seguros;1;0.6666666666666666;0.6666666666666666
2019;1;3322;Representantes comerciais;1;0.6666666666666666;0.6666666666666666
2019;1;3323;Agentes de compras;1;1;1
2019;1;3332;Organizadores de conferências e eventos;0;1;0
2019;1;3334;Agentes imobiliários;0.6666666666666666;1;0.6666666666666666
2019;1;3339;Agentes de serviços comerciais não classificados anteriormente;0.7142857142857143;0;0
2019;1;3341;Supervisores de secretaria;1;0.625;0.625
2019;1;3342;Secretários jurídicos;1;1;1
2019;1;3343;Secretários executivos e administrativos;1;0.75;0.75
2019;1;3344;Secretários de medicina;1;0;0
2019;1;3411;Profissionais de nível médio do direito e serviços legais e afins;0.8333333333333334;0.6666666666666666;0.5555555555555556
2019;1;3412;Trabalhadores e assistentes sociais de nível médio;0;0;0
2019;1;3421;Atletas e esportistas;1;1;1
2019;1;3422;Treinadores, instrutores e árbitros de atividades esportivas;0.5;1;0.5
2019;1;3423;Instrutores de educação física e atividades recreativas;0.5;0.75;0.375
2019;1;3432;Desenhistas e decoradores de interiores;0.6666666666666666;1;0.6666666666666666
2019;1;3434;Chefes de cozinha;0;0.5;0
2019;1;3513;Técnicos de redes e sistemas de computadores;1;0.5;0.5
2019;1;4110;Escriturários gerais;1;0.7142857142857143;0.7142857142857143
2019;1;4120;Secretários (geral);1;0.25;0.25
2019;1;4211;Caixas de banco e afins;0;1;0
2019;1;4212;Coletores de apostas e de jogos;0.2;0.5;0.1
2019;1;4214;Cobradores e afins;0.5;0;0
2019;1;4221;Trabalhadores de agências de viagem;0;0.5;0
2019;1;4222;Trabalhadores de centrais de atendimento;0.3333333333333333;0.5652173913043478;0.18840579710144925
2019;1;4223;Telefonistas;0.5;1;0.5
2019;1;4224;Recepcionistas de hotéis;0;0;0
2019;1;4311;Trabalhadores de contabilidade e cálculo de custos;0.5;0.75;0.375
2019;1;4312;Trabalhadores de serviços estatísticos, financeiros e de seguros;0.7142857142857143;1;0.7142857142857143
2019;1;4321;Trabalhadores de controle de abastecimento e estoques;0.2;0.25;0.05
2019;1;4322;Trabalhadores de serviços de apoio à produção;0;0;0
2019;1;4411;Trabalhadores de bibliotecas;0;1;0
2019;1;4412;Trabalhadores de serviços de correios;0.5;1;0.5
2019;1;5120;Cozinheiros;0.25;0.5;0.125
2019;1;5131;Garçons;0;0.6666666666666666;0
2019;1;5132;atendentes de bar;0;0.2;0
2019;1;5141;Cabeleireiros;0;0.15384615384615385;0
2019;1;5142;Especialistas em tratamento de beleza e afins;0.25;0.6;0.15
2019;1;5151;Supervisores de manutenção e limpeza de edifícios em escritórios, hotéis e estabelecimentos;0;0;0
2019;1;5153;Porteiros e zeladores;0;0.4666666666666667;0
2019;1;5164;Cuidadores de animais;0;0.75;0
2019;1;5211;Vendedores de quiosques e postos de mercados;0;0.5384615384615384;0
2019;1;5222;Supervisores de lojas;0;0;0
2019;1;5223;Balconistas e vendedores de lojas;0;0.4;0
2019;1;5230;Caixas e expedidores de bilhetes;0;0.6470588235294118;0
2019;1;5241;Modelos de moda, arte e publicidade;1;0;0
2019;1;5242;Demonstradores de lojas;0;0;0
2019;1;5244;Vendedores por telefone;1;0.8333333333333334;0.8333333333333334
2019;1;5245;Frentistas de posto de gasolina;0;0.5;0
2019;1;5246;Balconistas dos serviços de alimentação;0;0.3333333333333333;0
2019;1;5249;Vendedores não classificados anteriormente;0;0.625;0
2019;1;5311;Cuidadores de crianças;1;0.7272727272727273;0.7272727272727273
2019;1;5312;Ajudantes de professores;1;0.5;0.5
2019;1;5321;Trabalhadores de cuidados pessoais em instituições;0;1;0
2019;1;5322;Trabalhadores de cuidados pessoais a domicílios;0;0.75;0
2019;1;5412;Policiais;0;0;0
2019;1;5414;Guardas de segurança;0;0.5294117647058824;0
2019;1;5419;Trabalhadores dos serviços de proteção e segurança não classificados anteriormente;0.14285714285714285;1;0.14285714285714285
2019;1;6121;Criadores de gado e trabalhadores qualificados da criação de gado;0;0.5;0
2019;1;7112;Pedreiros;0;0.25;0
2019;1;7115;Carpinteiros;0;0;0
2019;1;7122;Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras;0;0;0
2019;1;7123;Gesseiros;0;0;0
2019;1;7126;Bombeiros e encanadores;0;0;0
2019;1;7131;Pintores e empapeladores;0;0.375;0
2019;1;7132;Lustradores;0;0.5;0
2019;1;7211;Moldadores de metal e macheiros;0;1;0
2019;1;7213;Chapistas e caldeireiros;0;0.75;0
2019;1;7215;Aparelhadores e emendadores de cabos;0;0.75;0
2019;1;7222;Ferramenteiros e afins;0;0;0
2019;1;7223;Reguladores e operadores de máquinas-ferramentas;0;0.6;0
2019;1;7231;Mecânicos e reparadores de veículos a motor;0;0.3333333333333333;0
2019;1;7233;Mecânicos e reparadores de máquinas agrícolas e industriais;0;0.3333333333333333;0
2019;1;7234;Reparadores de bicicletas e afins;0;0;0
2019;1;7313;Joalheiros e lapidadores de gemas, artesãos de metais preciosos e semipreciosos;0.3333333333333333;1;0.3333333333333333
2019;1;7314;Ceramistas e afins (preparação e fabricação);0;0;0
2019;1;7318;Artesãos de tecidos, couros e materiais semelhantes;0;1;0
2019;1;7322;Impressores;0;0.6666666666666666;0
2019;1;7323;Encadernadores e afins;0;0.3333333333333333;0
2019;1;7411;Eletricistas de obras e afins;0;0;0
2019;1;7412;Mecânicos e ajustadores eletricistas;0;0.5;0
2019;1;7421;Mecânicos e reparadores em eletrônica;0;1;0
2019;1;7511;Magarefes e afins;0;0;0
2019;1;7512;Padeiros, confeiteiros e afins;0;0.7;0
2019;1;7513;Trabalhadores da pasteurização do leite e fabricação de laticínios e afins;0;1;0
2019;1;7514;Trabalhadores da conservação de frutas, legumes e similares;0;0;0
2019;1;7515;Trabalhadores da degustação e classificação de alimentos e bebidas;0;1;0
2019;1;7522;Marceneiros e afins;0;0.5;0
2019;1;7531;Alfaiates, modistas, chapeleiros e peleteiros;0;0.6;0
2019;1;7532;Trabalhadores qualificados da preparação da confecção de roupas;0.5;0.5;0.25
2019;1;7533;Costureiros, bordadeiros e afins;0;0;0
2019;1;7543;Classificadores e provadores de produtos (exceto de bebidas e alimentos);0;1;0
2019;1;8121;Operadores de instalações de processamento de metais;0;0.5;0
2019;1;8131;Operadores de instalações e máquinas de produtos químicos;0;0;0
2019;1;8141;Operadores de máquinas para fabricar produtos de borracha;0;1;0
2019;1;8142;Operadores de máquinas para fabricar produtos de material plástico;0;0.5;0
2019;1;8143;Operadores de máquinas para fabricar produtos de papel;0;1;0
2019;1;8153;Operadores de máquinas de costura;0;0.3333333333333333;0
2019;1;8154;Operadores de máquinas de branqueamento, tingimento e limpeza de tecidos;0;0;0
2019;1;8157;Operadores de máquinas de lavar, tingir e passar roupas;0;1;0
2019;1;8183;Operadores de máquinas de embalagem, engarrafamento e etiquetagem;0;0;0
2019;1;8211;Mecânicos montadores de maquinaria mecânica;0;0;0
2019;1;8219;Montadores não classificados anteriormente;0;1;0
2019;1;8322;Condutores de automóveis, taxis e caminhonetes;0;0.5517241379310345;0
2019;1;8331;Condutores de ônibus e bondes;0;0.3333333333333333;0
2019;1;8332;Condutores de caminhões pesados;0;0.6666666666666666;0
2019;1;8342;Operadores de máquinas de movimentação de terras e afins;0;1;0
2019;1;9111;Trabalhadores dos serviços domésticos em geral;0;0.2926829268292683;0
2019;1;9112;Trabalhadores de limpeza de interior de edifícios, escritórios, hotéis e outros estabelecimentos;0;0.21875;0
2019;1;9129;Outros trabalhadores de limpeza;0;0;0
2019;1;9313;Trabalhadores elementares da construção de edifícios;0;0;0
2019;1;9321;empacotadores manuais;0;0;0
2019;1;9329;Trabalhadores elementares da indústria de transformação não classificados anteriormente;0;0.4;0
2019;1;9333;Carregadores;0.25;0;0
2019;1;9411;Preparadores de comidas rápidas;0;0;0
2019;1;9412;Ajudantes de cozinha;0;0.4;0
2019;1;9611;Coletores de lixo e material reciclável;0;0.3333333333333333;0
2019;1;9621;Mensageiros, carregadores de bagagens e entregadores de encomendas;0;0.5;0
2019;1;9629;Outras ocupações elementares não classificadas anteriormente;0.25;0;0
2019;2;1112;Dirigentes superiores da administração pública;0.75;1;0.75
2019;2;1211;Dirigentes financeiros;1;1;1
2019;2;1212;Dirigentes de recursos humanos;1;0.25;0.25
2019;2;1219;Dirigentes de administração e de serviços não classificados anteriormente;0.75;1;0.75
2019;2;1221;Dirigentes de vendas e  comercialização;1;0.875;0.875
2019;2;1222;Dirigentes de publicidade e relações públicas;1;1;1
2019;2;1311;Dirigentes de produção agropecuária e silvicultura;0;1;0
2019;2;1321;Dirigentes de indústria de transformação;0;0.5;0
2019;2;1324;Dirigentes de empresas de abastecimento, distribuição e afins;0.6666666666666666;0;0
2019;2;1330;Dirigentes de serviços de tecnologia da informação e comunicações;1;1;1
2019;2;1342;Dirigentes de serviços de saúde;1;1;1
2019;2;1345;Dirigentes de serviços de educação;1;1;1
2019;2;1412;Gerentes de restaurantes;0;0.75;0
2019;2;2120;Matemáticos, atuários e estatísticos;1;1;1
2019;2;2133;Profissionais da proteção do meio ambiente;0.7142857142857143;1;0.7142857142857143
2019;2;2142;Engenheiros civis;1;0.6666666666666666;0.6666666666666666
2019;2;2144;Engenheiros mecânicos;0.42857142857142855;1;0.42857142857142855
2019;2;2145;Engenheiros químicos;0;1;0
2019;2;2151;Engenheiros eletricistas;1;1;1
2019;2;2152;Engenheiros eletrônicos;1;1;1
2019;2;2161;Arquitetos de edificações;1;1;1
2019;2;2166;Desenhistas gráficos e de multimídia;1;0.5;0.5
2019;2;2211;Médicos gerais;0.06666666666666667;1;0.06666666666666667
2019;2;2212;Médicos especialistas;0.25;1;0.25
2019;2;2221;Profissionais de enfermagem;0;1;0
2019;2;2250;Veterinários;0;1;0
2019;2;2261;Dentistas;0;1;0
2019;2;2262;Farmacêuticos;0;1;0
2019;2;2264;Fisioterapeutas;0;1;0
2019;2;2265;Dietistas e nutricionistas;0;1;0
2019;2;2266;Fonoaudiólogos e logopedistas;0.5;1;0.5
2019;2;2269;Profissionais da saúde não classificados anteriormente;0.375;1;0.375
2019;2;2310;Professores de universidades e do ensino superior;0.9714285714285714;1;0.9714285714285714
2019;2;2320;Professores de formação profissional;1;1;1
2019;2;2330;Professores do ensino médio;1;1;1
2019;2;2341;Professores do ensino fundamental;1;1;1
2019;2;2342;Professores do ensino pré-escolar;1;0.46153846153846156;0.46153846153846156
2019;2;2351;Especialistas em métodos pedagógicos;1;1;1
2019;2;2353;Outros professores de idiomas;1;1;1
2019;2;2356;Instrutores em tecnologias da informação;1;1;1
2019;2;2359;Profissionais de ensino não classificados anteriormente;1;1;1
2019;2;2411;Contadores;0.75;0.9;0.675
2019;2;2412;Assessores financeiros e em investimentos;1;1;1
2019;2;2413;Analistas financeiros;1;0.8571428571428571;0.8571428571428571
2019;2;2421;Analistas de gestão e administração;1;1;1
2019;2;2423;Especialistas em políticas e serviços de pessoal e afins;1;0.8333333333333334;0.8333333333333334
2019;2;2431;Profissionais da publicidade e da comercialização;1;1;1
2019;2;2432;Profissionais de relações públicas;1;1;1
2019;2;2433;Profissionais de vendas técnicas e médicas (exclusive tic);1;1;1
2019;2;2434;Profissionais de vendas de tecnologia da informação e comunicações;1;1;1
2019;2;2511;Analistas de sistemas;1;1;1
2019;2;2512;Desenvolvedores de programas e aplicativos (software);1;1;1
2019;2;2513;Desenvolvedores de páginas de internet (web) e multimídia;1;1;1
2019;2;2514;Programadores de aplicações;1;1;1
2019;2;2521;Desenhistas e administradores de bases de dados;1;1;1
2019;2;2611;Advogados e juristas;1;0.88;0.88
2019;2;2619;Profissionais em direito não classificados anteriormente;1;1;1
2019;2;2622;Bibliotecários, documentaristas e afins;1;1;1
2019;2;2634;Psicólogos;1;0.5;0.5
2019;2;2636;Ministros de cultos religiosos, missionários e afins;1;1;1
2019;2;2642;Jornalistas;1;0.75;0.75
2019;2;2643;Tradutores, intérpretes e linguistas;0;1;0
2019;2;2651;Artistas plásticos;0.5;1;0.5
2019;2;2652;Músicos, cantores e compositores;0.25;1;0.25
2019;2;2654;Diretores de cinema, de teatro e afins;0.5714285714285714;1;0.5714285714285714
2019;2;2655;Atores;0;1;0
2019;2;2656;Locutores de rádio, televisão e outros meios de comunicação;0.3333333333333333;1;0.3333333333333333
2019;2;3113;Eletrotécnicos;0;0;0
2019;2;3118;Desenhistas e projetistas técnicos;1;0.6666666666666666;0.6666666666666666
2019;2;3119;Técnicos em ciências físicas e da engenharia não classificados anteriormente;0;1;0
2019;2;3122;Supervisores de indústrias de transformação;0;1;0
2019;2;3152;Capitães, oficiais de coberta e práticos;0;1;0
2019;2;3211;Técnicos em aparelhos de diagnóstico e tratamento médico;0;1;0
2019;2;3213;Técnicos e assistentes farmacêuticos;0;0;0
2019;2;3214;Técnicos de próteses médicas e dentárias;0;1;0
2019;2;3221;Profissionais de nível médio de enfermagem;0;0.7692307692307693;0
2019;2;3251;Dentistas auxiliares e ajudantes de odontologia;0;1;0
2019;2;3253;Trabalhadores comunitários da saúde;0;0.5;0
2019;2;3256;assistentes de medicina;0;1;0
2019;2;3257;Inspetores de saúde laboral, ambiental e afins;0;1;0
2019;2;3311;Agentes e corretores de bolsa, câmbio e outros serviços financeiros;1;1;1
2019;2;3313;Contabilistas e guarda livros;1;0.5;0.5
2019;2;3322;Representantes comerciais;1;0.6666666666666666;0.6666666666666666
2019;2;3323;Agentes de compras;1;1;1
2019;2;3332;Organizadores de conferências e eventos;0;1;0
2019;2;3334;Agentes imobiliários;0.6666666666666666;1;0.6666666666666666
2019;2;3339;Agentes de serviços comerciais não classificados anteriormente;0.7142857142857143;1;0.7142857142857143
2019;2;3341;Supervisores de secretaria;1;0.7142857142857143;0.7142857142857143
2019;2;3343;Secretários executivos e administrativos;1;0.5;0.5
2019;2;3352;Agentes da administração tributária;0;1;0
2019;2;3355;Inspetores de polícia e detetives;0.2;1;0.2
2019;2;3411;Profissionais de nível médio do direito e serviços legais e afins;0.8333333333333334;1;0.8333333333333334
2019;2;3423;Instrutores de educação física e atividades recreativas;0.5;0.75;0.375
2019;2;3431;Fotógrafos;1;0.8;0.8
2019;2;3434;Chefes de cozinha;0;0;0
2019;2;3511;Técnicos em operações de tecnologia da informação e das comunicações;1;1;1
2019;2;3512;Técnicos em assistência ao usuário de tecnologia da informação e das comunicações;1;1;1
2019;2;3513;Técnicos de redes e sistemas de computadores;1;0.5;0.5
2019;2;3521;Técnicos de radiodifusão e gravação audiovisual;0.8;1;0.8
2019;2;4110;Escriturários gerais;1;0.6666666666666666;0.6666666666666666
2019;2;4120;Secretários (geral);1;0.8333333333333334;0.8333333333333334
2019;2;4132;Operadores de entrada de dados;1;1;1
2019;2;4211;Caixas de banco e afins;0;1;0
2019;2;4212;Coletores de apostas e de jogos;0.2;0;0
2019;2;4214;Cobradores e afins;0.5;1;0.5
2019;2;4221;Trabalhadores de agências de viagem;0;0.5;0
2019;2;4222;Trabalhadores de centrais de atendimento;0.3333333333333333;0.7777777777777778;0.25925925925925924
2019;2;4224;Recepcionistas de hotéis;0;1;0
2019;2;4227;Entrevistadores de pesquisas de mercado;1;1;1
2019;2;4311;Trabalhadores de contabilidade e cálculo de custos;0.5;0.8;0.4
2019;2;4312;Trabalhadores de serviços estatísticos, financeiros e de seguros;0.7142857142857143;0;0
2019;2;4321;Trabalhadores de controle de abastecimento e estoques;0.2;0.42857142857142855;0.08571428571428572
2019;2;4416;Trabalhadores do serviço de pessoal;1;0.5;0.5
2019;2;5120;Cozinheiros;0.25;0.6;0.15
2019;2;5131;Garçons;0;0.4166666666666667;0
2019;2;5132;atendentes de bar;0;0;0
2019;2;5141;Cabeleireiros;0;0.35714285714285715;0
2019;2;5142;Especialistas em tratamento de beleza e afins;0.25;0.7142857142857143;0.17857142857142858
2019;2;5153;Porteiros e zeladores;0;0.5714285714285714;0
2019;2;5164;Cuidadores de animais;0;1;0
2019;2;5211;Vendedores de quiosques e postos de mercados;0;0.3333333333333333;0
2019;2;5222;Supervisores de lojas;0;0.5;0
2019;2;5223;Balconistas e vendedores de lojas;0;0.38461538461538464;0
2019;2;5230;Caixas e expedidores de bilhetes;0;0.2;0
2019;2;5242;Demonstradores de lojas;0;1;0
2019;2;5244;Vendedores por telefone;1;1;1
2019;2;5245;Frentistas de posto de gasolina;0;1;0
2019;2;5246;Balconistas dos serviços de alimentação;0;0.2222222222222222;0
2019;2;5249;Vendedores não classificados anteriormente;0;1;0
2019;2;5311;Cuidadores de crianças;1;0.4;0.4
2019;2;5312;Ajudantes de professores;1;0.75;0.75
2019;2;5322;Trabalhadores de cuidados pessoais a domicílios;0;0.6666666666666666;0
2019;2;5329;Trabalhadores de cuidados pessoais nos serviços de saúde não classificados anteriormente;0;0;0
2019;2;5411;Bombeiros;0;0;0
2019;2;5414;Guardas de segurança;0;0.8;0
2019;2;5419;Trabalhadores dos serviços de proteção e segurança não classificados anteriormente;0.14285714285714285;1;0.14285714285714285
2019;2;7112;Pedreiros;0;0.4666666666666667;0
2019;2;7113;Canteiros, cortadores e gravadores de pedras;0;0;0
2019;2;7115;Carpinteiros;0;0.5;0
2019;2;7122;Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras;0;0.5;0
2019;2;7126;Bombeiros e encanadores;0;0.2857142857142857;0
2019;2;7131;Pintores e empapeladores;0;0.4;0
2019;2;7132;Lustradores;0;1;0
2019;2;7211;Moldadores de metal e macheiros;0;1;0
2019;2;7212;Soldadores e oxicortadores;0;0;0
2019;2;7213;Chapistas e caldeireiros;0;0;0
2019;2;7214;Montadores de estruturas metálicas;0;0;0
2019;2;7215;Aparelhadores e emendadores de cabos;0;0;0
2019;2;7223;Reguladores e operadores de máquinas-ferramentas;0;0.5;0
2019;2;7231;Mecânicos e reparadores de veículos a motor;0;0.25;0
2019;2;7234;Reparadores de bicicletas e afins;0;0;0
2019;2;7311;Mecânicos e reparadores de instrumentos de precisão;0;0.5;0
2019;2;7312;Confeccionadores e afinadores de instrumentos musicais;0;1;0
2019;2;7318;Artesãos de tecidos, couros e materiais semelhantes;0;0.3333333333333333;0
2019;2;7321;Trabalhadores da pré-impressão gráfica;1;1;1
2019;2;7322;Impressores;0;0.5;0
2019;2;7323;Encadernadores e afins;0;1;0
2019;2;7411;Eletricistas de obras e afins;0;0.8;0
2019;2;7412;Mecânicos e ajustadores eletricistas;0;0.5;0
2019;2;7422;Instaladores e reparadores em tecnologias da informação e comunicações;0;1;0
2019;2;7511;Magarefes e afins;0;0;0
2019;2;7512;Padeiros, confeiteiros e afins;0;0.25;0
2019;2;7522;Marceneiros e afins;0;0.5;0
2019;2;7531;Alfaiates, modistas, chapeleiros e peleteiros;0;0.5;0
2019;2;7543;Classificadores e provadores de produtos (exceto de bebidas e alimentos);0;1;0
2019;2;7544;Fumigadores e outros controladores de pragas e ervas daninhas;0;0.5;0
2019;2;8131;Operadores de instalações e máquinas de produtos químicos;0;1;0
2019;2;8153;Operadores de máquinas de costura;0;0.3333333333333333;0
2019;2;8183;Operadores de máquinas de embalagem, engarrafamento e etiquetagem;0;1;0
2019;2;8212;Montadores de equipamentos elétricos e eletrônicos;0;0;0
2019;2;8322;Condutores de automóveis, taxis e caminhonetes;0;0.5483870967741935;0
2019;2;8331;Condutores de ônibus e bondes;0;0.3333333333333333;0
2019;2;8332;Condutores de caminhões pesados;0;0.8;0
2019;2;8342;Operadores de máquinas de movimentação de terras e afins;0;0;0
2019;2;9111;Trabalhadores dos serviços domésticos em geral;0;0.39622641509433965;0
2019;2;9112;Trabalhadores de limpeza de interior de edifícios, escritórios, hotéis e outros estabelecimentos;0;0.3125;0
2019;2;9129;Outros trabalhadores de limpeza;0;0;0
2019;2;9313;Trabalhadores elementares da construção de edifícios;0;0.07692307692307693;0
2019;2;9321;empacotadores manuais;0;0;0
2019;2;9333;Carregadores;0.25;0.25;0.0625
2019;2;9411;Preparadores de comidas rápidas;0;1;0
2019;2;9412;Ajudantes de cozinha;0;0.21428571428571427;0
2019;2;9611;Coletores de lixo e material reciclável;0;0;0
2019;2;9621;Mensageiros, carregadores de bagagens e entregadores de encomendas;0;0.6666666666666666;0
2019;3;1211;Dirigentes financeiros;1;0.6666666666666666;0.6666666666666666
2019;3;1212;Dirigentes de recursos humanos;1;0.75;0.75
2019;3;1219;Dirigentes de administração e de serviços não classificados anteriormente;0.75;1;0.75
2019;3;1221;Dirigentes de vendas e  comercialização;1;1;1
2019;3;1222;Dirigentes de publicidade e relações públicas;1;1;1
2019;3;1223;Dirigentes de pesquisa e desenvolvimento;0.8;1;0.8
2019;3;1321;Dirigentes de indústria de transformação;0;0;0
2019;3;1323;Dirigentes de empresas de construção;0;1;0
2019;3;1324;Dirigentes de empresas de abastecimento, distribuição e afins;0.6666666666666666;1;0.6666666666666666
2019;3;1330;Dirigentes de serviços de tecnologia da informação e comunicações;1;1;1
2019;3;1342;Dirigentes de serviços de saúde;1;1;1
2019;3;1412;Gerentes de restaurantes;0;1;0
2019;3;1431;Gerentes de centros esportivos,  de diversão e culturais;0;1;0
2019;3;2111;Físicos e astrônomos;1;1;1
2019;3;2113;Químicos;0;1;0
2019;3;2142;Engenheiros civis;1;1;1
2019;3;2144;Engenheiros mecânicos;0.42857142857142855;1;0.42857142857142855
2019;3;2145;Engenheiros químicos;0;1;0
2019;3;2151;Engenheiros eletricistas;1;0.6666666666666666;0.6666666666666666
2019;3;2161;Arquitetos de edificações;1;1;1
2019;3;2163;Desenhistas de produtos e  vestuário;1;0.6666666666666666;0.6666666666666666
2019;3;2211;Médicos gerais;0.06666666666666667;1;0.06666666666666667
2019;3;2212;Médicos especialistas;0.25;1;0.25
2019;3;2221;Profissionais de enfermagem;0;1;0
2019;3;2261;Dentistas;0;1;0
2019;3;2262;Farmacêuticos;0;1;0
2019;3;2264;Fisioterapeutas;0;1;0
2019;3;2265;Dietistas e nutricionistas;0;1;0
2019;3;2266;Fonoaudiólogos e logopedistas;0.5;1;0.5
2019;3;2269;Profissionais da saúde não classificados anteriormente;0.375;1;0.375
2019;3;2310;Professores de universidades e do ensino superior;0.9714285714285714;1;0.9714285714285714
2019;3;2320;Professores de formação profissional;1;1;1
2019;3;2330;Professores do ensino médio;1;1;1
2019;3;2341;Professores do ensino fundamental;1;0.8571428571428571;0.8571428571428571
2019;3;2342;Professores do ensino pré-escolar;1;0.5714285714285714;0.5714285714285714
2019;3;2351;Especialistas em métodos pedagógicos;1;0.8;0.8
2019;3;2353;Outros professores de idiomas;1;1;1
2019;3;2356;Instrutores em tecnologias da informação;1;1;1
2019;3;2359;Profissionais de ensino não classificados anteriormente;1;0.6666666666666666;0.6666666666666666
2019;3;2411;Contadores;0.75;1;0.75
2019;3;2413;Analistas financeiros;1;0.8571428571428571;0.8571428571428571
2019;3;2421;Analistas de gestão e administração;1;1;1
2019;3;2423;Especialistas em políticas e serviços de pessoal e afins;1;1;1
2019;3;2431;Profissionais da publicidade e da comercialização;1;1;1
2019;3;2433;Profissionais de vendas técnicas e médicas (exclusive tic);1;1;1
2019;3;2434;Profissionais de vendas de tecnologia da informação e comunicações;1;0;0
2019;3;2511;Analistas de sistemas;1;1;1
2019;3;2512;Desenvolvedores de programas e aplicativos (software);1;1;1
2019;3;2514;Programadores de aplicações;1;1;1
2019;3;2519;Desenvolvedores e analistas de programas e aplicativos (software) e multimídia não classificados anteriormente;1;1;1
2019;3;2611;Advogados e juristas;1;0.8571428571428571;0.8571428571428571
2019;3;2631;Economistas;1;1;1
2019;3;2634;Psicólogos;1;1;1
2019;3;2635;Assistentes sociais;0.5;1;0.5
2019;3;2636;Ministros de cultos religiosos, missionários e afins;1;1;1
2019;3;2641;Escritores;1;1;1
2019;3;2642;Jornalistas;1;1;1
2019;3;2643;Tradutores, intérpretes e linguistas;0;1;0
2019;3;2652;Músicos, cantores e compositores;0.25;1;0.25
2019;3;3118;Desenhistas e projetistas técnicos;1;1;1
2019;3;3119;Técnicos em ciências físicas e da engenharia não classificados anteriormente;0;1;0
2019;3;3213;Técnicos e assistentes farmacêuticos;0;0.6666666666666666;0
2019;3;3214;Técnicos de próteses médicas e dentárias;0;0;0
2019;3;3221;Profissionais de nível médio de enfermagem;0;0.375;0
2019;3;3240;Técnicos e assistentes veterinários;0;1;0
2019;3;3253;Trabalhadores comunitários da saúde;0;0.5;0
2019;3;3255;Técnicos e assistentes fisioterapeutas;0;0;0
2019;3;3257;Inspetores de saúde laboral, ambiental e afins;0;1;0
2019;3;3259;Profissionais de nível médio da saúde não classificados anteriormente;0.07692307692307693;1;0.07692307692307693
2019;3;3312;Agentes de empréstimos e financiamento;0.6666666666666666;1;0.6666666666666666
2019;3;3314;Profissionais de nível médio de serviços estatísticos, matemáticos e afins;0.8;1;0.8
2019;3;3321;Agentes de seguros;1;1;1
2019;3;3322;Representantes comerciais;1;0.6;0.6
2019;3;3323;Agentes de compras;1;1;1
2019;3;3331;Despachantes aduaneiros;0;1;0
2019;3;3332;Organizadores de conferências e eventos;0;1;0
2019;3;3334;Agentes imobiliários;0.6666666666666666;0.8;0.5333333333333333
2019;3;3339;Agentes de serviços comerciais não classificados anteriormente;0.7142857142857143;1;0.7142857142857143
2019;3;3341;Supervisores de secretaria;1;1;1
2019;3;3343;Secretários executivos e administrativos;1;0.75;0.75
2019;3;3344;Secretários de medicina;1;1;1
2019;3;3355;Inspetores de polícia e detetives;0.2;1;0.2
2019;3;3411;Profissionais de nível médio do direito e serviços legais e afins;0.8333333333333334;0.6666666666666666;0.5555555555555556
2019;3;3423;Instrutores de educação física e atividades recreativas;0.5;0.8333333333333334;0.4166666666666667
2019;3;3432;Desenhistas e decoradores de interiores;0.6666666666666666;1;0.6666666666666666
2019;3;3435;Outros profissionais de nível médio em atividades culturais e artísticas;0;0;0
