year,month,id CBO 2002,Salario medio,CBO Ocupação 2002,CBO Ocupação 2002,total
2018,7,862120,3002.94,Operador de Caldeira,862120,352
2018,7,862130,2275.89,Operador de Compressor de Ar,862130,84
2018,7,862140,1944.17,Operador de Estacao de Bombeamento,862140,37
2018,7,862150,2269.1,"Operador de Maquinas Fixas, em Geral",862150,7272
2018,7,862155,3000.8,"Operador de Utilidade (Producao e Distribuicao de Vapor, Gas, Oleo, Combustivel, Energia, Oxigenio)",862155,459
2018,7,862205,2513.58,"Operador de Estacao de Captacao, Tratamento e Distribuicao de Agua",862205,118
2018,7,862305,3057.93,Operador de Estacao de Tratamento de Agua e Efluentes,862305,387
2018,7,862310,3062.36,"Operador de Forno de Incineracao no Tratamento de Agua, Efluentes e Residuos Industriais",862310,5
2018,7,862405,2266.22,"Operador de Instalacao de Extracao, Processamento, Envasamento e Distribuicao de Gases",862405,179
2018,7,862505,2369.55,Operador de Instalacao de Refrigeracao,862505,116
2018,7,862510,2255.06,Operador de Refrigeracao com Amonia,862510,14
2018,7,862515,1847.61,Operador de Instalacao de Ar-Condicionado,862515,141
2018,7,910105,4443.43,Encarregado de Manutencao Mecanica de Sistemas Operacionais,910105,1708
2018,7,910110,4515.36,"Supervisor de Manutencao de Aparelhos Termicos, de Climatizacao e de Refrigeracao",910110,277
2018,7,910115,5892.2,"Supervisor de Manutencao de Bombas, Motores, Compressores e Equipamentos de Transmissao",910115,165
2018,7,910120,5898.8,Supervisor de Manutencao de Maquinas Graficas,910120,26
2018,7,910125,4781.47,Supervisor de Manutencao de Maquinas Industriais Texteis,910125,27
2018,7,910130,6714.86,Supervisor de Manutencao de Maquinas Operatrizes e de Usinagem,910130,77
2018,7,910205,3853.69,Supervisor da Manutencao e Reparacao de Veiculos Leves,910205,290
2018,7,910210,5485.36,Supervisor da Manutencao e Reparacao de Veiculos Pesados,910210,183
2018,7,910905,2918.74,Supervisor de Reparos Linhas Ferreas,910905,54
2018,7,910910,4921.44,Supervisor de Manutencao de Vias Ferreas,910910,76
2018,7,911105,2814.6,Mecanico de Manutencao de Bomba Injetora (Exceto de Veiculos Automotores),911105,81
2018,7,911110,3504.76,Mecanico de Manutencao de Bombas,911110,408
2018,7,911115,2725.32,Mecanico de Manutencao de Compressores de Ar,911115,97
2018,7,911120,2827.68,Mecanico de Manutencao de Motores Diesel (Exceto de Veiculos Automotores),911120,455
2018,7,911125,2536.03,Mecanico de Manutencao de Redutores,911125,8
2018,7,911130,4821.35,Mecanico de Manutencao de Turbinas (Exceto de Aeronaves),911130,5
2018,7,911135,4006.64,Mecanico de Manutencao de Turbocompressores,911135,3
2018,7,911205,2272.82,Mecanico de Manutencao e Instalacao de Aparelhos de Climatizacao e  Refrigeracao,911205,3806
2018,7,911305,3562.69,"Mecanico de Manutencao de Maquinas, em Geral",911305,6457
2018,7,911310,3657.95,Mecanico de Manutencao de Maquinas Graficas,911310,100
2018,7,911315,2773.27,Mecanico de Manutencao de Maquinas Operatrizes (Lavra de Madeira),911315,56
2018,7,911320,3129.3,Mecanico de Manutencao de Maquinas Texteis,911320,317
2018,7,911325,2238.66,Mecanico de Manutencao de Maquinas-Ferramentas (Usinagem de Metais),911325,279
2018,7,913105,3145.81,Mecanico de Manutencao de Aparelhos de Levantamento,913105,97
2018,7,913110,3103,Mecanico de Manutencao de Equipamento de Mineracao,913110,23
2018,7,913115,2678.95,Mecanico de Manutencao de Maquinas Agricolas,913115,15
2018,7,913120,3476.79,Mecanico de Manutencao de Maquinas de Construcao e Terraplenagem,913120,332
2018,7,914105,8077.28,"Mecanico de Manutencao de Aeronaves, em Geral",914105,522
2018,7,914110,4624.33,Mecanico de Manutencao de Sistema Hidraulico de Aeronaves (Servicos de Pista e Hangar),914110,29
2018,7,914205,3036.54,Mecanico de Manutencao de Motores e Equipamentos Navais,914205,10
2018,7,914305,5923.27,Mecanico de Manutencao de Veiculos Ferroviarios,914305,1006
2018,7,914405,2399.79,"Mecanico de Manutencao de Automoveis, Motocicletas e Veiculos Similares",914405,9279
2018,7,914410,2925.93,Mecanico de Manutencao de Empilhadeiras e Outros Veiculos de Cargas Leves,914410,262
2018,7,914415,2003.6,Mecanico de Manutencao de Motocicletas,914415,312
2018,7,914420,2797.07,Mecanico de Manutencao de Tratores,914420,25
2018,7,914425,2798.39,Mecanico de Veiculos Automotores a Diesel (Exceto Tratores),914425,3080
2018,7,915105,3759.89,Tecnico em Manutencao de Instrumentos de Medicao e Precisao,915105,369
2018,7,915110,2453.37,Tecnico em Manutencao de Hidrometros,915110,10
2018,7,915115,3459.78,Tecnico em Manutencao de Balancas,915115,57
2018,7,915205,1751,Restaurador de Instrumentos Musicais (Exceto Cordas Arcadas),915205,7
2018,7,915210,1896.89,Reparador de Instrumentos Musicais,915210,24
2018,7,915215,1804.06,Luthier (Restauracao de Cordas Arcadas),915215,2
2018,7,915305,4536.38,Tecnico em Manutencao de Equipamentos e Instrumentos Medico-Hospitalares,915305,422
2018,7,915405,2564.27,Reparador de Equipamentos Fotograficos,915405,10
2018,7,919105,2426.51,Lubrificador Industrial,919105,309
2018,7,919110,2001.4,Lubrificador de Veiculos Automotores (Exceto Embarcacoes),919110,820
2018,7,919115,2288.04,Lubrificador de Embarcacoes,919115,8
2018,7,919205,2374.9,"Mecanico de Manutencao de Maquinas Cortadoras de Grama, Rocadeiras, Motosserras e Similares",919205,819
2018,7,919305,1724.33,Mecanico de Manutencao de Aparelhos Esportivos e de Ginastica,919305,50
2018,7,919310,2018.11,Mecanico de Manutencao de Bicicletas e Veiculos Similares,919310,305
2018,7,919315,1503.23,Montador de Bicicletas,919315,56
2018,7,950105,5028.48,Supervisor de Manutencao Eletrica de Alta Tensao Industrial,950105,532
2018,7,950110,5775.68,"Supervisor de Manutencao Eletromecanica Industrial, Comercial e Predial",950110,971
2018,7,950205,3287.59,Encarregado de Manutencao Eletrica de Veiculos,950205,203
2018,7,950305,10174.79,Supervisor de Manutencao Eletromecanica,950305,598
2018,7,951105,3828.14,Eletricista de Manutencao Eletroeletronica,951105,7728
2018,7,951305,2123.89,Instalador de Sistemas Eletroeletronicos de Seguranca,951305,1250
2018,7,951310,2070.07,Mantenedor de Sistemas Eletroeletronicos de Seguranca,951310,503
2018,7,953105,6090.94,Eletricista de Instalacoes (Aeronaves),953105,10
2018,7,953110,4953.06,Eletricista de Instalacoes (Embarcacoes),953110,4
2018,7,953115,2698.95,"Eletricista de Instalacoes (Veiculos Automotores e Maquinas Operatrizes, Exceto Aeronaves e Embarcacoes)",953115,1537
2018,7,954105,3153.07,Eletromecanico de Manutencao de Elevadores,954105,1092
2018,7,954110,2487.98,Eletromecanico de Manutencao de Escadas Rolantes,954110,7
2018,7,954115,1976.96,Eletromecanico de Manutencao de Portas Automaticas,954115,23
2018,7,954120,3388.12,Mecanico de Manutencao de Instalacoes Mecanicas de Edificios,954120,956
2018,7,954125,3200.27,Operador Eletromecanico,954125,776
2018,7,954205,1760.47,Reparador de Aparelhos Eletrodomesticos (Exceto Imagem e Som),954205,207
2018,7,954210,5418.92,"Reparador de Radio, Tv e Som",954210,63
2018,7,954305,2233.84,Reparador de Equipamentos de Escritorio,954305,215
2018,7,991105,2478.13,Conservador de Via Permanente (Trilhos),991105,417
2018,7,991110,1852.48,Inspetor de Via Permanente (Trilhos),991110,22
2018,7,991115,2154.05,Operador de Maquinas Especiais em Conservacao de Via Permanente (Trilhos),991115,49
2018,7,991120,3332.64,Soldador Aluminotermico em Conservacao de Trilhos,991120,2
2018,7,991205,1712.78,Mantenedor de Equipamentos de Parques de Diversoes e Similares,991205,14
2018,7,991305,2796.19,Funileiro de Veiculos (Reparacao),991305,1748
2018,7,991310,2263.43,Montador de Veiculos (Reparacao),991310,735
2018,7,991315,2582.74,Pintor de Veiculos (Reparacao),991315,1046
2018,7,992105,2068.61,Alinhador de Pneus,992105,483
2018,7,992110,2687.68,Balanceador,992110,193
2018,7,992115,2064.97,Borracheiro,992115,1059
2018,7,992120,1677.81,Lavador de Pecas,992120,160
2018,7,992205,2018.71,Encarregado Geral de Operacoes de Conservacao de Vias Permanentes (Exceto Trilhos),992205,1712
2018,7,992210,2550.15,Encarregado de Equipe de Conservacao de Vias Permanentes (Exceto Trilhos),992210,549
2018,7,992215,1439.65,Operador de Ceifadeira na Conservacao de Vias Permanentes,992215,106
2018,7,992220,1912.77,Pedreiro de Conservacao de Vias Permanentes (Exceto Trilhos),992220,60
2018,7,992225,1446.02,Auxiliar Geral de Conservacao de Vias Permanentes (Exceto Trilhos),992225,6334
2018,8,113005,1151.65,Cacique,113005,1
2018,8,113010,2324.82,Lider de Comunidade Caicara,113010,8
2018,8,113015,1560.78,Membro de Lideranca Quilombola,113015,3
2018,8,114105,37032.37,Dirigente de Partido Politico,114105,1
2018,8,114205,8630.81,Dirigentes de Entidades de Trabalhadores,114205,300
2018,8,114210,26092.9,Dirigentes de Entidades Patronais,114210,5
2018,8,114305,12042.39,Dirigente e Administrador de Organizacao Religiosa,114305,105
2018,8,114405,31028.02,Dirigente e Administrador de Organizacao da Sociedade Civil sem Fins Lucrativos,114405,31
2018,8,121005,27599.59,Diretor de Planejamento Estrategico,121005,687
2018,8,121010,43006.43,Diretor Geral de Empresa e Organizacoes (Exceto de Interesse Publico),121010,2599
2018,8,122105,37697.7,Diretor de Producao e Operacoes em Empresa Agropecuaria,122105,26
2018,8,122110,32124.14,Diretor de Producao e Operacoes em Empresa Aquicola,122110,4
2018,8,122115,48747.86,Diretor de Producao e Operacoes em Empresa Florestal,122115,14
2018,8,122120,36962.13,Diretor de Producao e Operacoes em Empresa Pesqueira,122120,1
2018,8,122205,38418.13,"Diretor de Producao e Operacoes da Industria de Transformacao, Extracao Mineral e Utilidades",122205,206
2018,8,122305,31738.19,Diretor de Operacoes de Obras Publica e Civil,122305,173
2018,8,122405,30281.61,Diretor de Operacoes Comerciais (Comercio Atacadista e Varejista),122405,393
2018,8,122505,32761.84,Diretor de Producao e Operacoes de Alimentacao,122505,56
2018,8,122510,22211.28,Diretor de Producao e Operacoes de Hotel,122510,9
2018,8,122515,9668.21,Diretor de Producao e Operacoes de Turismo,122515,36
2018,8,122520,3497.35,Turismologo,122520,61
2018,8,122605,6322.11,Diretor de Operacoes de Correios,122605,22
2018,8,122610,34679.2,Diretor de Operacoes de Servicos de Armazenamento,122610,43
2018,8,122615,23471.01,Diretor de Operacoes de Servicos de Telecomunicacoes,122615,227
2018,8,122620,20847.57,Diretor de Operacoes de Servicos de Transporte,122620,142
2018,8,122705,34627.2,Diretor Comercial em Operacoes de Intermediacao Financeira,122705,245
2018,8,122710,43774.05,Diretor de Produtos Bancarios,122710,313
2018,8,122715,3472.9,Diretor de Credito Rural,122715,1
2018,8,122720,33936.71,Diretor de Cambio e Comercio Exterior,122720,26
2018,8,122725,31421.85,Diretor de Compliance,122725,211
2018,8,122730,43530.13,Diretor de Credito (Exceto Credito Imobiliario),122730,20
2018,8,122735,12415.15,Diretor de Credito Imobiliario,122735,12
2018,8,122740,34831.75,Diretor de Leasing,122740,4
2018,8,122745,38688.93,Diretor de Mercado de Capitais,122745,55
2018,8,122750,24380.31,Diretor de Recuperacao de Creditos em Operacoes de Intermediacao Financeira,122750,12
2018,8,122755,40020.12,Diretor de Riscos de Mercado,122755,137
2018,8,123105,16365.75,Diretor Administrativo,123105,9717
2018,8,123110,31351.78,Diretor Administrativo e Financeiro,123110,1510
2018,8,123115,36962.19,Diretor Financeiro,123115,1342
2018,8,123205,39454.43,Diretor de Recursos Humanos,123205,730
2018,8,123210,37108.78,Diretor de Relacoes de Trabalho,123210,31
2018,8,123305,37749.71,Diretor Comercial,123305,3889
2018,8,123310,37387.64,Diretor de Marketing,123310,902
2018,8,123405,37841.41,Diretor de Suprimentos,123405,284
2018,8,123410,14778.53,Diretor de Suprimentos no Servico Publico,123410,5
2018,8,123605,31276.44,Diretor de Servicos de Informatica,123605,899
2018,8,123705,34451.04,Diretor de Pesquisa e Desenvolvimento (P&D),123705,314
2018,8,123805,25502.59,Diretor de Manutencao,123805,141
2018,8,131105,19721.92,Diretor de Servicos Culturais,131105,212
2018,8,131110,5281.85,Diretor de Servicos Sociais,131110,313
2018,8,131115,7986.24,Gerente de Servicos Culturais,131115,1675
2018,8,131120,6893.09,Gerente de Servicos Sociais,131120,1133
2018,8,131205,9798.5,Diretor de Servicos de Saude,131205,2201
2018,8,131210,13357.04,Gerente de Servicos de Saude,131210,2146
2018,8,131215,7277.41,Tecnólogo em Gestão Hospitalar,131215,17
2018,8,131305,9609.68,Diretor de Instituicao Educacional da Area Privada,131305,3930
2018,8,131310,7244.23,Diretor de Instituicao Educacional Publica,131310,5276
2018,8,131315,11145.04,Gerente de Instituicao Educacional da Area Privada,131315,332
2018,8,131320,7731.27,Gerente de Servicos Educacionais da Area Publica,131320,177
2018,8,141105,8138.19,Gerente de Producao e Operacoes  Aquicolas,141105,25
2018,8,141110,9551.01,Gerente de Producao e Operacoes  Florestais,141110,74
2018,8,141115,11492.97,Gerente de Producao e Operacoes Agropecuarias,141115,55
2018,8,141120,4110.82,Gerente de Producao e Operacoes Pesqueiras,141120,10
2018,8,141205,10428.5,Gerente de Producao e Operacoes,141205,4890
2018,8,141305,11884.49,Gerente de Producao e Operacoes da Construcao Civil e Obras Publicas,141305,1755
2018,8,141405,2303.63,Comerciante Atacadista,141405,1280
2018,8,141410,2882.05,Comerciante Varejista,141410,6088
2018,8,141415,4185.89,Gerente de Loja e Supermercado,141415,17818
2018,8,141420,9735.56,Gerente de Operacoes de Servicos de Assistencia Tecnica,141420,998
2018,8,141505,7392.61,Gerente de Hotel,141505,651
2018,8,141510,3257.27,Gerente de Restaurante,141510,9647
2018,8,141515,2732.92,Gerente de Bar,141515,2908
2018,8,141520,4338.08,Gerente de Pensao,141520,67
2018,8,141525,8061.45,Gerente de Turismo,141525,180
2018,8,141605,8267.83,Gerente de Operacoes de Transportes,141605,1500
2018,8,141610,10456.08,Gerente de Operacoes de Correios e Telecomunicacoes,141610,389
2018,8,141615,8503.71,Gerente de Logistica (Armazenagem e Distribuicao),141615,3792
2018,8,141705,18974.48,Gerente de Produtos Bancarios,141705,2844
2018,8,141710,13178.51,Gerente de Agencia,141710,2531
2018,8,141715,13021.71,Gerente de Cambio e Comercio Exterior,141715,390
2018,8,141720,14176.06,Gerente de Credito e Cobranca,141720,871
2018,8,141725,11501.14,Gerente de Credito Imobiliario,141725,136
2018,8,141730,17229.37,Gerente de Credito Rural,141730,12
2018,8,141735,10497.75,Gerente de Recuperacao de Credito,141735,352
2018,8,142105,10735.57,Gerente Administrativo,142105,42112
2018,8,142110,14402.47,Gerente de Riscos,142110,2853
2018,8,142115,13726.78,Gerente Financeiro,142115,7951
2018,8,142120,6294.95,Tecnólogo em Gestão Administrativo- Financeira,142120,430
2018,8,142205,13112.59,Gerente de Recursos Humanos,142205,6091
2018,8,142210,6808.5,Gerente de Departamento Pessoal,142210,2423
2018,8,142305,10745.8,Gerente Comercial,142305,21584
2018,8,142310,12976.07,Gerente de Comunicacao,142310,2816
2018,8,142315,14976.25,Gerente de Marketing,142315,10091
2018,8,142320,14789.88,Gerente de Vendas,142320,22822
2018,8,142325,6722.16,Relacoes Publicas (A),142325,1827
2018,8,142330,7471.94,Analista de Negocios (A),142330,17421
2018,8,142335,5716.25,Analista de Pesquisa de Mercado (A),142335,14557
2018,8,142340,6481.63,Ouvidor,142340,413
2018,8,142405,12082.49,Gerente de Compras,142405,3210
2018,8,142410,13850.67,Gerente de Suprimentos,142410,915
2018,8,142415,5816.31,Gerente de Almoxarifado,142415,250
2018,8,142505,14673.13,Gerente de Rede,142505,1329
2018,8,142510,16834.11,Gerente de Desenvolvimento de Sistemas,142510,3468
2018,8,142515,15813.91,Gerente de Producao de Tecnologia da Informacao,142515,1796
2018,8,142520,13767.96,Gerente de Projetos de Tecnologia da Informacao,142520,4549
2018,8,142525,16109.47,Gerente de Seguranca de Tecnologia da Informacao,142525,321
2018,8,142530,14037.16,Gerente de Suporte Tecnico de Tecnologia da Informacao,142530,1623
2018,8,142535,7514.86,Tecnólogo em Gestão da Tecnologia da Informação,142535,529
2018,8,142605,16230.08,Gerente de Pesquisa e Desenvolvimento (P&D),142605,4386
2018,8,142610,9321.2,Especialista em Desenvolvimento de Cigarros,142610,2
2018,8,142705,9826,Gerente de Projetos e Servicos de Manutencao,142705,3760
2018,8,142710,6354.05,Tecnólogo em Sistemas Biomédicos,142710,123
2018,8,201105,9408.25,Bioengenheiro,201105,12
2018,8,201110,4487.14,Biotecnologista,201110,265
2018,8,201115,6047.32,Geneticista,201115,11
2018,8,201205,3316.94,Pesquisador em Metrologia,201205,8
2018,8,201210,4945.89,Especialista em Calibracoes Metrologicas,201210,60
2018,8,201215,5396.89,Especialista em Ensaios Metrologicos,201215,30
2018,8,201220,6494.42,Especialista em Instrumentacao Metrologica,201220,10
2018,8,201225,6927.51,Especialista em Materiais de Referencia Metrologica,201225,20
2018,8,202105,9365.15,Engenheiro Mecatronico,202105,82
2018,8,202110,10908.51,Engenheiro de Controle  e Automacao,202110,173
2018,8,202115,4988.56,Tecnologo em Mecatronica,202115,29
2018,8,203005,7308.87,Pesquisador em Biologia Ambiental,203005,48
2018,8,203010,9919.2,Pesquisador em Biologia Animal,203010,4
2018,8,203015,5380.63,Pesquisador em Biologia de Microorganismos e Parasitas,203015,29
2018,8,203020,12599.31,Pesquisador em Biologia Humana,203020,137
2018,8,203025,11488.79,Pesquisador em Biologia Vegetal,203025,1630
2018,8,203105,8411.54,Pesquisador em Ciencias da Computacao e Informatica,203105,78
2018,8,203110,9109.82,Pesquisador em Ciencias da Terra e Meio Ambiente,203110,15
2018,8,203120,4885.99,Pesquisador em Matematica,203120,8
2018,8,203125,8592.96,Pesquisador em Quimica,203125,79
2018,8,203205,14255.76,Pesquisador de Engenharia Civil,203205,47
2018,8,203210,11350.92,Pesquisador de Engenharia e Tecnologia (Outras Areas da Engenharia),203210,3262
2018,8,203215,11258.65,Pesquisador de Engenharia Eletrica e Eletronica,203215,106
2018,8,203220,12469.72,Pesquisador de Engenharia Mecanica,203220,42
2018,8,203225,9529.55,"Pesquisador de Engenharia Metalurgica, de Minas e de Materiais",203225,31
2018,8,203230,11501.78,Pesquisador de Engenharia Quimica,203230,32
2018,8,203305,11182.26,Pesquisador de Clinica Medica,203305,635
2018,8,203310,13445.75,Pesquisador de Medicina Basica,203310,80
2018,8,203315,5582.11,Pesquisador em Medicina Veterinaria,203315,27
2018,8,203320,9006.08,Pesquisador em Saude Coletiva,203320,479
2018,8,203405,10886.15,Pesquisador em Ciencias Agronomicas,203405,96
2018,8,203505,7811.46,Pesquisador em Ciencias Sociais e Humanas,203505,925
2018,8,203510,10802.85,Pesquisador em Economia,203510,42
2018,8,203515,8070.03,Pesquisador em Ciencias da Educacao,203515,83
2018,8,203520,7494.43,Pesquisador em Historia,203520,29
2018,8,203525,3497.66,Pesquisador em Psicologia,203525,34
2018,8,204105,13815.81,Perito Criminal,204105,1452
2018,8,211105,9114.47,Atuario,211105,405
2018,8,211110,6802.31,Especialista em Pesquisa Operacional,211110,551
2018,8,211115,13127.92,Matematico,211115,16
2018,8,211120,12579.26,Matematico Aplicado,211120,104
2018,8,211205,10925.01,Estatistico,211205,768
2018,8,211210,9528.84,Estatistico (Estatistica Aplicada),211210,30
2018,8,211215,7986.26,Estatistico Teorico,211215,8
2018,8,212205,15026.87,Engenheiro de Aplicativos em Computacao,212205,826
2018,8,212210,14521.5,Engenheiro de Equipamentos em Computacao,212210,172
2018,8,212215,19481.89,Engenheiros de Sistemas Operacionais em Computacao,212215,815
2018,8,212305,9199.28,Administrador de Banco de Dados,212305,1110
2018,8,212310,8123.35,Administrador de Redes,212310,1730
2018,8,212315,8357.5,Administrador de Sistemas Operacionais,212315,2415
2018,8,212320,8849.95,Administrador em Segurança da Informação,212320,1255
2018,8,212405,7961.72,Analista de Desenvolvimento de Sistemas,212405,46303
2018,8,212410,6045.12,Analista de Redes e de Comunicacao de Dados,212410,8552
2018,8,212415,6179.31,Analista de Sistemas de Automacao,212415,1251
2018,8,212420,5203.94,Analista de Suporte Computacional,212420,25169
2018,8,213105,15571.57,Fisico,213105,163
2018,8,213110,5235.66,Fisico (Acustica),213110,1
2018,8,213115,8716.45,Fisico (Atomica e Molecular),213115,4
2018,8,213120,4574.11,Fisico (Cosmologia),213120,2
2018,8,213125,6310.33,Fisico (Estatistica e Matematica),213125,1
2018,8,213140,1656.92,Fisico (Materia Condensada),213140,3
2018,8,213145,5275.02,Fisico (Materiais),213145,2
2018,8,213150,11180.36,Fisico (Medicina),213150,37
2018,8,213155,15949.66,Fisico (Nuclear e Reatores),213155,1
2018,8,213160,3775.21,Fisico (Optica),213160,2
2018,8,213205,10063.42,Quimico,213205,578
2018,8,213210,9803.22,Quimico Industrial,213210,103
2018,8,213215,5120.48,Técnólogo em Processos Químicos,213215,22
2018,8,213305,5949.77,Astronomo,213305,4
2018,8,213315,7841.27,Meteorologista,213315,67
2018,8,213405,11167.16,Geologo,213405,219
2018,8,213410,9554.76,Geologo de Engenharia,213410,20
2018,8,213415,7705.28,Geofisico,213415,14
2018,8,213440,4895.93,Oceanógrafo,213440,21
2018,8,214005,10004.79,Engenheiro Ambiental,214005,383
2018,8,214010,7099.21,Tecnólogo em Meio Ambiente,214010,124
2018,8,214105,9132.49,Arquiteto de Edificacoes,214105,1724
2018,8,214110,8306.37,Arquiteto de Interiores,214110,310
2018,8,214115,9308.89,Arquiteto de Patrimonio,214115,138
2018,8,214120,5308.19,Arquiteto Paisagista,214120,64
2018,8,214125,8931.76,Arquiteto Urbanista,214125,419
2018,8,214130,6892.69,Urbanista,214130,25
2018,8,214205,11373.59,Engenheiro Civil,214205,8098
2018,8,214210,11362.91,Engenheiro Civil (Aeroportos),214210,17
2018,8,214215,9927.23,Engenheiro Civil (Edificacoes),214215,552
2018,8,214220,9225.63,Engenheiro Civil (Estruturas Metalicas),214220,41
2018,8,214225,9817.82,Engenheiro Civil (Ferrovias e Metrovias),214225,15
2018,8,214230,14502.16,Engenheiro Civil (Geotecnia),214230,32
2018,8,214235,11058.37,Engenheiro Civil (Hidrologia),214235,11
2018,8,214240,10329.47,Engenheiro Civil (Hidraulica),214240,40
2018,8,214245,8908.61,Engenheiro Civil (Pontes e Viadutos),214245,18
2018,8,214250,10312.99,Engenheiro Civil (Portos e Vias Navegaveis),214250,7
2018,8,214255,10809.32,Engenheiro Civil (Rodovias),214255,149
2018,8,214260,10952.8,Engenheiro Civil (Saneamento),214260,36
2018,8,214265,11742.57,Engenheiro Civil (Tuneis),214265,3
2018,8,214270,11112.28,Engenheiro Civil (Transportes e Transito),214270,778
2018,8,214280,7505.85,Tecnólogo em Construção Civil,214280,192
2018,8,214305,12315.31,Engenheiro Eletricista,214305,1908
2018,8,214310,12128.27,Engenheiro Eletronico,214310,612
2018,8,214315,9501.59,Engenheiro Eletricista de Manutencao,214315,189
2018,8,214320,11608.57,Engenheiro Eletricista de Projetos,214320,214
2018,8,214325,15280.04,Engenheiro Eletronico de Manutencao,214325,516
2018,8,214330,10353.36,Engenheiro Eletronico de Projetos,214330,165
2018,8,214335,10642.71,Engenheiro de Manutencao de Telecomunicacoes,214335,37
2018,8,214340,14682.89,Engenheiro de Telecomunicacoes,214340,751
2018,8,214345,14473.64,Engenheiro Projetista de Telecomunicacoes,214345,106
2018,8,214350,15077.13,Engenheiro de Redes de Comunicacao,214350,146
2018,8,214360,8775.35,Tecnologo em Eletricidade,214360,158
2018,8,214365,5154.92,Tecnologo em Eletronica,214365,203
2018,8,214370,12134.07,Tecnólogo em Telecomunicações,214370,197
2018,8,214405,11192.75,Engenheiro Mecanico,214405,1435
2018,8,214410,10257.02,Engenheiro Mecanico Automotivo,214410,146
2018,8,214415,14853.27,Engenheiro Mecanico (Energia Nuclear),214415,25
2018,8,214420,11471.64,Engenheiro Mecanico Industrial,214420,429
2018,8,214425,11901.82,Engenheiro Aeronautico,214425,114
2018,8,214430,13861.36,Engenheiro Naval,214430,39
2018,8,214435,8991.85,Tecnólogo em Fabricação Mecânica,214435,61
2018,8,214505,12975.31,Engenheiro Quimico,214505,461
2018,8,214510,12596.5,Engenheiro Quimico (Industria Quimica),214510,86
2018,8,214515,12049.45,"Engenheiro Quimico (Mineracao, Metalurgia, Siderurgia, Cimenteira e Ceramica)",214515,7
2018,8,214520,12998.61,Engenheiro Quimico (Papel e Celulose),214520,5
2018,8,214525,23216.35,Engenheiro Quimico (Petroleo e Borracha),214525,24
2018,8,214530,11987.72,Engenheiro Quimico (Utilidades e Meio Ambiente),214530,22
2018,8,214535,3881.41,Tecnólogo em Produção Sulcroalcooleira,214535,1
2018,8,214605,11313.55,Engenheiro de Materiais,214605,99
2018,8,214610,13461.77,Engenheiro Metalurgista,214610,153
2018,8,214615,6528.82,Tecnólogo em Metalurgia,214615,8
2018,8,214705,16415.52,Engenheiro de Minas,214705,28
2018,8,214715,11993.99,Engenheiro de Minas (Lavra a Ceu Aberto),214715,1
2018,8,214725,2920.4,Engenheiro de Minas (Pesquisa Mineral),214725,1
2018,8,214730,8109,Engenheiro de Minas (Planejamento),214730,2
2018,8,214735,7152.94,Engenheiro de Minas (Processo),214735,1
2018,8,214740,16719.31,Engenheiro de Minas (Projeto),214740,2
2018,8,214805,8087.18,Engenheiro Agrimensor,214805,20
2018,8,214810,6012.72,Engenheiro Cartografo,214810,60
2018,8,214905,10943.29,Engenheiro de Producao,214905,1178
2018,8,214910,11115.89,Engenheiro de Controle de Qualidade,214910,973
2018,8,214915,9757.28,Engenheiro de Seguranca do Trabalho,214915,953
2018,8,214920,15969.28,Engenheiro de Riscos,214920,73
2018,8,214925,5935.24,Engenheiro de Tempos e Movimentos,214925,125
2018,8,214930,9906.5,Tecnólogo em Produção Industrial,214930,58
2018,8,214935,4570,Tecnólogo em Segurança do Trabalho,214935,124
2018,8,215105,1691.01,Agente de Manobra e Docagem,215105,6
2018,8,215115,21472.8,Comandante da Marinha Mercante,215115,18
2018,8,215120,5047.03,Coordenador de Operacoes de Combate À Poluicao no Meio Aquaviario,215120,96
2018,8,215125,21945.85,Imediato da Marinha Mercante,215125,1
2018,8,215130,2834.23,Inspetor de Terminal,215130,10
2018,8,215135,3124.65,Inspetor Naval,215135,4
2018,8,215140,17110.92,Oficial de Quarto de Navegacao da Marinha Mercante,215140,3
2018,8,215150,2533.8,Vistoriador Naval,215150,54
2018,8,215205,8386.99,Oficial Superior de Maquinas da Marinha Mercante,215205,3
2018,8,215210,11197.14,Primeiro Oficial de Maquinas da Marinha Mercante,215210,4
2018,8,215215,12284.09,Segundo Oficial de Maquinas da Marinha Mercante,215215,4
2018,8,215220,27914.87,Superintendente Tecnico no Transporte Aquaviario,215220,5
2018,8,215305,23789.09,Piloto de Aeronaves,215305,1351
2018,8,215310,3385.65,Piloto de Ensaios em Voo,215310,6
2018,8,215315,6583.06,Instrutor de Voo,215315,30
2018,8,221105,6298.65,Biologo,221105,1549
2018,8,221205,5215.07,Biomédico,221205,1803
2018,8,222105,11630.17,Engenheiro Agricola,222105,10
2018,8,222110,11522.72,Engenheiro Agronomo,222110,2026
2018,8,222120,9811.79,Engenheiro Florestal,222120,36
2018,8,222205,8093.13,Engenheiro de Alimentos,222205,67
2018,8,222215,4381.33,Tecnólogo em Alimentos,222215,10
2018,8,223204,5468.12,Cirurgiao Dentista - Auditor,223204,89
2018,8,223208,4455.12,Cirurgiao Dentista - Clinico Geral,223208,3955
2018,8,223212,6455.78,Cirurgiao Dentista - Endodontista,223212,7
2018,8,223228,7016.55,Cirurgiao Dentista - Odontogeriatra,223228,1
2018,8,223232,17970.4,Cirurgiao Dentista - Odontologista Legal,223232,7
