year,month,id CBO 2002,Salario medio,CBO Ocupação 2002,total
2019,1,121005,13751.2,Diretor de Planejamento Estrategico,10
2019,1,121010,19413.67,Diretor Geral de Empresa e Organizacoes (Exceto de Interesse Publico),10
2019,1,122405,3623.31,Diretor de Operacoes Comerciais (Comercio Atacadista e Varejista),1
2019,1,122505,6333.33,Diretor de Producao e Operacoes de Alimentacao,1
2019,1,122520,2502.52,Turismologo,5
2019,1,122725,25000,Diretor de Compliance,1
2019,1,122735,1999.99,Diretor de Credito Imobiliario,1
2019,1,123105,15606.58,Diretor Administrativo,38
2019,1,123110,8036.36,Diretor Administrativo e Financeiro,3
2019,1,123115,24666.36,Diretor Financeiro,7
2019,1,123205,21943.22,Diretor de Recursos Humanos,7
2019,1,123305,29228.15,Diretor Comercial,20
2019,1,123405,40666.66,Diretor de Suprimentos,1
2019,1,123605,18187.69,Diretor de Servicos de Informatica,7
2019,1,123705,18216.92,Diretor de Pesquisa e Desenvolvimento (P&D),2
2019,1,123805,48802.22,Diretor de Manutencao,1
2019,1,131110,4169.46,Diretor de Servicos Sociais,5
2019,1,131115,4964.57,Gerente de Servicos Culturais,12
2019,1,131120,4190.21,Gerente de Servicos Sociais,11
2019,1,131205,14520.21,Diretor de Servicos de Saude,4
2019,1,131210,10790.78,Gerente de Servicos de Saude,18
2019,1,131305,9337.6,Diretor de Instituicao Educacional da Area Privada,8
2019,1,131310,5301.85,Diretor de Instituicao Educacional Publica,10
2019,1,131315,5683.33,Gerente de Instituicao Educacional da Area Privada,2
2019,1,131320,5969.72,Gerente de Servicos Educacionais da Area Publica,1
2019,1,141205,6177.65,Gerente de Producao e Operacoes,21
2019,1,141305,5878.12,Gerente de Producao e Operacoes da Construcao Civil e Obras Publicas,16
2019,1,141405,1454.73,Comerciante Atacadista,22
2019,1,141410,1828.49,Comerciante Varejista,86
2019,1,141415,3091.73,Gerente de Loja e Supermercado,173
2019,1,141420,6668.84,Gerente de Operacoes de Servicos de Assistencia Tecnica,9
2019,1,141505,2736.87,Gerente de Hotel,1
2019,1,141510,2740.74,Gerente de Restaurante,108
2019,1,141515,3169.82,Gerente de Bar,27
2019,1,141525,9151.22,Gerente de Turismo,1
2019,1,141605,3882.34,Gerente de Operacoes de Transportes,11
2019,1,141615,5885.79,Gerente de Logistica (Armazenagem e Distribuicao),19
2019,1,141705,10876.15,Gerente de Produtos Bancarios,3
2019,1,141710,4606.54,Gerente de Agencia,4
2019,1,141715,4561.48,Gerente de Cambio e Comercio Exterior,2
2019,1,141720,7000,Gerente de Credito e Cobranca,1
2019,1,142105,6604.55,Gerente Administrativo,224
2019,1,142110,7892.97,Gerente de Riscos,24
2019,1,142115,9100.06,Gerente Financeiro,42
2019,1,142120,6212.93,Tecnólogo em Gestão Administrativo- Financeira,1
2019,1,142205,8098.83,Gerente de Recursos Humanos,48
2019,1,142210,3252.92,Gerente de Departamento Pessoal,18
2019,1,142305,6234.95,Gerente Comercial,229
2019,1,142310,11403.46,Gerente de Comunicacao,25
2019,1,142315,8307.44,Gerente de Marketing,96
2019,1,142320,8487.26,Gerente de Vendas,143
2019,1,142325,3662.55,Relacoes Publicas (A),35
2019,1,142330,3878.88,Analista de Negocios (A),420
2019,1,142335,4510.42,Analista de Pesquisa de Mercado (A),269
2019,1,142405,8060.74,Gerente de Compras,17
2019,1,142410,11223.84,Gerente de Suprimentos,4
2019,1,142415,5835.52,Gerente de Almoxarifado,3
2019,1,142505,7795.48,Gerente de Rede,11
2019,1,142510,13037.33,Gerente de Desenvolvimento de Sistemas,16
2019,1,142515,12634.82,Gerente de Producao de Tecnologia da Informacao,6
2019,1,142520,9578.9,Gerente de Projetos de Tecnologia da Informacao,45
2019,1,142525,16509.94,Gerente de Seguranca de Tecnologia da Informacao,5
2019,1,142530,7515.25,Gerente de Suporte Tecnico de Tecnologia da Informacao,7
2019,1,142535,6542.67,Tecnólogo em Gestão da Tecnologia da Informação,11
2019,1,142605,9634.21,Gerente de Pesquisa e Desenvolvimento (P&D),39
2019,1,142705,8018.65,Gerente de Projetos e Servicos de Manutencao,32
2019,1,142710,5689.65,Tecnólogo em Sistemas Biomédicos,1
2019,1,201110,3205.24,Biotecnologista,3
2019,1,202110,9494.37,Engenheiro de Controle  e Automacao,1
2019,1,203020,4648.42,Pesquisador em Biologia Humana,1
2019,1,203110,2459.07,Pesquisador em Ciencias da Terra e Meio Ambiente,1
2019,1,203120,2166.66,Pesquisador em Matematica,1
2019,1,203205,8051,Pesquisador de Engenharia Civil,1
2019,1,203210,7504.62,Pesquisador de Engenharia e Tecnologia (Outras Areas da Engenharia),19
2019,1,203215,8861.37,Pesquisador de Engenharia Eletrica e Eletronica,1
2019,1,203305,6254.31,Pesquisador de Clinica Medica,2
2019,1,203320,5584.02,Pesquisador em Saude Coletiva,2
2019,1,203505,4485.85,Pesquisador em Ciencias Sociais e Humanas,4
2019,1,203510,6401.74,Pesquisador em Economia,2
2019,1,203515,2296.2,Pesquisador em Ciencias da Educacao,1
2019,1,211105,5130.15,Atuario,3
2019,1,211110,7726.82,Especialista em Pesquisa Operacional,8
2019,1,211205,6227.49,Estatistico,2
2019,1,212205,10064.8,Engenheiro de Aplicativos em Computacao,12
2019,1,212210,3248.93,Engenheiro de Equipamentos em Computacao,1
2019,1,212215,8762.5,Engenheiros de Sistemas Operacionais em Computacao,11
2019,1,212305,9953.37,Administrador de Banco de Dados,21
2019,1,212310,4160.68,Administrador de Redes,16
2019,1,212315,7707.54,Administrador de Sistemas Operacionais,28
2019,1,212320,6523.34,Administrador em Segurança da Informação,18
2019,1,212405,6026.9,Analista de Desenvolvimento de Sistemas,713
2019,1,212410,4107.49,Analista de Redes e de Comunicacao de Dados,107
2019,1,212415,5649.07,Analista de Sistemas de Automacao,33
2019,1,212420,3715.96,Analista de Suporte Computacional,279
2019,1,213205,6750.04,Quimico,4
2019,1,213405,5298.4,Geologo,2
2019,1,214005,9340.65,Engenheiro Ambiental,2
2019,1,214010,5528,Tecnólogo em Meio Ambiente,5
2019,1,214105,5734.39,Arquiteto de Edificacoes,22
2019,1,214110,11193.73,Arquiteto de Interiores,4
2019,1,214125,10014.77,Arquiteto Urbanista,1
2019,1,214205,6702.59,Engenheiro Civil,44
2019,1,214215,6344.89,Engenheiro Civil (Edificacoes),5
2019,1,214220,7302.87,Engenheiro Civil (Estruturas Metalicas),1
2019,1,214255,8854.74,Engenheiro Civil (Rodovias),2
2019,1,214260,8408.25,Engenheiro Civil (Saneamento),1
2019,1,214270,4324.98,Engenheiro Civil (Transportes e Transito),4
2019,1,214280,3411.49,Tecnólogo em Construção Civil,2
2019,1,214305,13968.26,Engenheiro Eletricista,7
2019,1,214310,9576.06,Engenheiro Eletronico,3
2019,1,214320,3823.64,Engenheiro Eletricista de Projetos,2
2019,1,214340,23256.97,Engenheiro de Telecomunicacoes,3
2019,1,214350,8107,Engenheiro de Redes de Comunicacao,1
2019,1,214370,12396.67,Tecnólogo em Telecomunicações,3
2019,1,214405,16755.07,Engenheiro Mecanico,4
2019,1,214410,7500,Engenheiro Mecanico Automotivo,1
2019,1,214415,7114.23,Engenheiro Mecanico (Energia Nuclear),1
2019,1,214420,10115.8,Engenheiro Mecanico Industrial,3
2019,1,214430,9041.47,Engenheiro Naval,1
2019,1,214505,5764.03,Engenheiro Quimico,3
2019,1,214605,9244.57,Engenheiro de Materiais,1
2019,1,214805,10000,Engenheiro Agrimensor,1
2019,1,214905,9079.16,Engenheiro de Producao,10
2019,1,214910,9053.79,Engenheiro de Controle de Qualidade,9
2019,1,214915,5663.37,Engenheiro de Seguranca do Trabalho,9
2019,1,214935,3987.63,Tecnólogo em Segurança do Trabalho,2
2019,1,215115,5156,Comandante da Marinha Mercante,4
2019,1,221105,3834.6,Biologo,9
2019,1,221205,4949.23,Biomédico,15
2019,1,222110,9321.07,Engenheiro Agronomo,4
2019,1,222120,10200,Engenheiro Florestal,1
2019,1,222205,3784.84,Engenheiro de Alimentos,2
2019,1,223204,3274.37,Cirurgiao Dentista - Auditor,1
2019,1,223208,4908.72,Cirurgiao Dentista - Clinico Geral,15
2019,1,223280,4612.71,Cirurgião Dentista - Dentística,1
2019,1,223293,6689.06,Cirurgião-Dentista da Estratégia de Saúde da Família,2
2019,1,223305,5733.99,Medico Veterinario,8
2019,1,223405,4087.89,Farmaceutico,201
2019,1,223505,4623.82,Enfermeiro,388
2019,1,223510,5066.43,Enfermeiro Auditor,6
2019,1,223520,4567.74,Enfermeiro de Centro Cirurgico,1
2019,1,223530,4059.11,Enfermeiro do Trabalho,14
2019,1,223535,4490.62,Enfermeiro Nefrologista,3
2019,1,223545,5411.73,Enfermeiro Obstetrico,12
2019,1,223565,7359.77,Enfermeiro da Estratégia de Saúde da Família,10
2019,1,223605,3393.68,Fisioterapeuta Geral,63
2019,1,223625,3446.07,Fisioterapeuta Respiratória,3
2019,1,223645,1200,Fisioterapeuta Quiropraxista,1
2019,1,223710,3340.11,Nutricionista,85
2019,1,223810,4396.94,Fonoaudiol,21
2019,1,223905,3408.85,Terapeuta Ocupacion,13
2019,1,224105,2436.17,Avaliador Fisico,25
2019,1,224115,28690.88,Preparador de Atleta,4
2019,1,224120,1430.63,Preparador Fisico,51
2019,1,224125,3147.75,Tecnico de Desporto Individual e Coletivo (Exceto Futebol),11
2019,1,224130,1110,Tecnico de Laboratorio e Fiscalizacao Desportiva,1
2019,1,224135,41146.19,Treinador Profissional de Futebol,3
2019,1,225120,8158.3,Médico Cardiologista,1
2019,1,225124,16349.43,Médico Pediatra,3
2019,1,225125,10044.72,Médico Clínico,57
2019,1,225130,22028.08,Médico de Família e Comunidade,1
2019,1,225133,10479.28,Médico Psiquiatra,9
2019,1,225140,9774.27,Médico do Trabalho,15
2019,1,225142,13796.43,Médico da Estratégia de Saúde da Família,63
2019,1,225155,7124.78,Médico Endocrinologista e Metabologista,1
2019,1,225170,15089.21,Médico Generalista,2
2019,1,225180,1520.57,Médico Geriatra,1
2019,1,225215,8924.36,Médico Cirurgião de Cabeça e Pescoço,2
2019,1,225225,25350.15,Médico Cirurgião Geral,4
2019,1,225250,7892.02,Médico Ginecologista e Obstetra,2
2019,1,225270,11739.15,Médico Ortopedista e Traumatologista,2
2019,1,225320,3567.66,Médico em Radiologia e Diagnóstico por Imagem,1
2019,1,231105,2500.76,Professor de Nivel Superior na Educacao Infantil (Quatro a Seis Anos),93
2019,1,231110,2668.84,Professor de Nivel Superior na Educacao Infantil (Zero a Tres Anos),56
2019,1,231205,3190.3,Professor da  Educacao de Jovens e Adultos do Ensino Fundamental (Primeira a Quarta Serie),54
2019,1,231210,3638.83,Professor de Nivel Superior do Ensino Fundamental (Primeira a Quarta Serie),145
2019,1,231305,5881.66,Professor de Ciencias Exatas e Naturais do Ensino Fundamental,18
2019,1,231310,2578.02,Professor de Educacao Artistica do Ensino Fundamental,4
2019,1,231315,3200.42,Professor de Educacao Fisica do Ensino Fundamental,15
2019,1,231320,2424.65,Professor de Geografia do Ensino Fundamental,5
2019,1,231325,3857.4,Professor de Historia do Ensino Fundamental,7
2019,1,231330,5897.99,Professor de Lingua Estrangeira Moderna do Ensino Fundamental,17
2019,1,231335,6218.01,Professor de Lingua Portuguesa do Ensino Fundamental,18
2019,1,231340,3141.57,Professor de Matematica do Ensino Fundamental,22
2019,1,232105,2763.04,Professor de Artes no Ensino Medio,14
2019,1,232110,4631.72,Professor de Biologia no Ensino Medio,8
2019,1,232115,4575.46,Professor de Disciplinas Pedagogicas no Ensino Medio,20
2019,1,232120,3096.6,Professor de Educacao Fisica no Ensino Medio,5
2019,1,232125,2810.21,Professor de Filosofia no Ensino Medio,6
2019,1,232130,3196.11,Professor de Fisica no Ensino Medio,15
2019,1,232135,2692.93,Professor de Geografia no Ensino Medio,4
2019,1,232140,4015.95,Professor de Historia no Ensino Medio,1
2019,1,232145,4116.5,Professor de Lingua e Literatura Brasileira no Ensino Medio,9
2019,1,232150,6443.22,Professor de Lingua Estrangeira Moderna no Ensino Medio,9
2019,1,232155,5379.25,Professor de Matematica no Ensino Medio,7
2019,1,232160,831.37,Professor de Psicologia no Ensino Medio,1
2019,1,232165,2637.95,Professor de Quimica no Ensino Medio,14
2019,1,232170,2977.17,Professor de Sociologia no Ensino Medio,1
2019,1,233110,3001.63,Professor de Desenho Tecnico,8
2019,1,233115,6845.89,Professor de Tecnicas Agricolas,1
2019,1,233125,1427.33,Professor de Tecnicas de Enfermagem,2
2019,1,233210,2823.7,Instrutor de Aprendizagem e Treinamento Industrial,6
2019,1,233215,2164.62,Professor de Aprendizagem e Treinamento Comercial,10
2019,1,233220,2512.5,Professor Instrutor de Ensino e Aprendizagem Agroflorestal,1
2019,1,233225,1730.21,Professor Instrutor de Ensino e Aprendizagem em Servicos,20
2019,1,234120,3953.71,Professor de Computacao (No Ensino Superior),4
2019,1,234205,4301.29,Professor de Fisica (Ensino Superior),3
2019,1,234305,2563.15,Professor de Arquitetura,1
2019,1,234310,9821.76,Professor de Engenharia,2
2019,1,234405,1966.99,Professor de Ciencias Biologicas do Ensino Superior,1
2019,1,234410,2393.41,Professor de Educacao Fisica no Ensino Superior,7
2019,1,234415,5199.24,Professor de Enfermagem do Ensino Superior,3
2019,1,234435,5389.03,Professor de Medicina,4
2019,1,234445,8235.09,Professor de Nutricao,2
2019,1,234505,2390.99,Professor de Ensino Superior na Area de Didatica,3
2019,1,234510,1186.91,Professor de Ensino Superior na Area de Orientacao Educacional,3
2019,1,234520,2393.21,Professor de Ensino Superior na Area de Pratica de Ensino,223
2019,1,234604,11853.76,Professor de Lingua Alema,2
2019,1,234616,3663.43,Professor de Lingua Inglesa,79
2019,1,234620,3844.35,Professor de Lingua Espanhola,7
2019,1,234624,3906.39,Professor de Lingua Portuguesa,9
2019,1,234628,1816.7,Professor de Literatura Brasileira,1
2019,1,234632,6572.85,Professor de Literatura Portuguesa,1
2019,1,234664,2847.3,Professor de Outras Linguas e Literaturas,1
2019,1,234668,2175.74,Professor de Linguas Estrangeiras Modernas,1
2019,1,234745,4621.28,Professor de Historia do Ensino Superior,1
2019,1,234770,6231.81,Professor de Sociologia do Ensino Superior,1
2019,1,234810,1753.95,Professor de Administracao,12
2019,1,239215,1774,Professor de Alunos com Deficiencia Mental,1
2019,1,239405,3827.76,Coordenador Pedagogico,107
2019,1,239410,2888.08,Orientador Educacional,68
2019,1,239415,3106.6,Pedagogo,54
2019,1,239420,1278.6,Professor de Tecnicas e Recursos Audiovisuais,2
2019,1,239425,1421.92,Psicopedagogo,1
2019,1,239430,2332.37,Supervisor de Ensino,18
2019,1,239435,5938.73,Designer Educacional,8
2019,1,241005,6015.11,Advogado,111
2019,1,241010,5416.01,Advogado de Empresa,20
2019,1,241020,6059.39,Advogado (Direito Publico),5
2019,1,241030,19288.76,Advogado (Areas Especiais),2
2019,1,241035,8289.85,Advogado (Direito do Trabalho),3
2019,1,241040,7198.85,Consultor Juridico,30
2019,1,241305,1873.88,Oficial de Registro de Contratos Maritimos,1
2019,1,242910,3543.74,Oficial Tecnico de Inteligencia,1
2019,1,251110,3263.36,Arqueologo,2
2019,1,251205,5893.73,Economista,17
2019,1,251215,5033.32,Economista Financeiro,55
2019,1,251220,6352.65,Economista Industrial,7
2019,1,251225,4285.3,Economista do Setor Publico,31
2019,1,251235,5079.27,Economista Regional e Urbano,1
2019,1,251505,2568.55,Psicologo Educacional,7
2019,1,251510,3781.15,Psicologo Clinico,10
2019,1,251520,2880.76,Psicologo Hospitalar,3
2019,1,251525,3148.81,Psicologo Juridico,1
2019,1,251530,3654.34,Psicologo Social,15
2019,1,251540,3321.69,Psicologo do Trabalho,4
2019,1,251605,3423.68,Assistente Social,45
2019,1,252105,4277.57,Administrador,712
2019,1,252205,4441.1,Auditor (Contadores e Afins),87
2019,1,252210,4818.1,Contador,283
2019,1,252215,8090.13,Perito Contabil,1
2019,1,252305,3864.1,Secretaria  Executiva,69
2019,1,252310,4088.16,Secretario  Bilingue,5
2019,1,252320,3000.48,Tecnólogo em Secretariado Escolar,13
2019,1,252405,3689.17,Analista de Recursos Humanos,348
2019,1,252505,4216.79,Administrador de Fundos e Carteiras de Investimento,6
2019,1,252510,3675.55,Analista de Cambio,4
2019,1,252515,4334.37,Analista de Cobranca (Instituicoes Financeiras),9
2019,1,252525,4679.31,Analista de Credito (Instituicoes Financeiras),26
2019,1,252535,2727.46,Analista de Leasing,1
2019,1,252540,7041.44,Analista de Produtos Bancarios,34
2019,1,252545,4442.46,Analista Financeiro (Instituicoes Financeiras),137
2019,1,252605,3675.96,Gestor em Segurança,10
2019,1,253110,4683.16,Redator de Publicidade,38
2019,1,253115,4638.8,Agente Publicitario,99
2019,1,253120,4004.67,Analista de Negocios,33
2019,1,253125,5116.49,Analista de Pesquisa de Mercado,32
2019,1,253135,8331.58,Diretor de Criacao,4
2019,1,253140,2392.25,Diretor de Arte (Publicidade),9
2019,1,253205,5215.04,Gerente de Captacao (Fundos e Investimentos Institucionais),3
2019,1,253210,5454.07,Gerente de Clientes Especiais (Private),4
2019,1,253215,6463.89,Gerente de Contas - Pessoa Fisica e Juridica,101
2019,1,253220,9705,Gerente de Grandes Contas (Corporate),16
2019,1,253225,1988.37,Operador de Negocios,65
2019,1,253305,3967.77,"Corretor de Valores, Ativos Financeiros, Mercadorias e Derivativos",21
2019,1,254310,1602.08,Agente de Higiene e Seguranca,3
2019,1,254405,6784.07,Fiscal de Tributos Estadual,2
2019,1,261110,3834.1,Assessor de Imprensa,7
2019,1,261115,3151.37,Diretor de Redacao,1
2019,1,261120,3886.69,Editor,35
2019,1,261125,6261.04,Jornalista,18
2019,1,261130,4738.77,Produtor de Texto,12
2019,1,261135,4852.13,Reporter (Exclusive Radio e Televisao),12
2019,1,261140,2168.41,Revisor de Texto,4
2019,1,261205,3804.6,Bibliotecario,13
2019,1,261210,2447.8,Documentalista,10
2019,1,261215,3837.67,Analista de Informacoes (Pesquisador de Informacoes de Rede),56
2019,1,261305,4449.21,Arquivista,5
2019,1,261310,1889.23,Museologo,2
2019,1,261415,4500,Linguista,1
2019,1,261420,2393.1,Tradutor,3
2019,1,261425,2882.99,Intérprete de Língua de Sinais,2
2019,1,261530,4939.93,Redator de Textos Tecnicos,7
2019,1,261610,4747.14,Editor de Livro,3
2019,1,261615,2346.72,Editor de Midia Eletronica,6
2019,1,261620,2531.04,Editor de Revista,1
2019,1,261715,2503.77,Locutor de Radio e Televisao,2
2019,1,261805,1951.12,Fotografo,12
2019,1,262105,1745.33,Produtor Cultural,1
2019,1,262125,2680.3,Produtor de Televisao,2
