year,month,id CBO 2002,Salario medio,CBO Ocupação 2002,total
2021,1,113010,1564.91,Lider de Comunidade Caicara,3
2021,1,113015,2319.52,Membro de Lideranca Quilombola,2
2021,1,114205,13629.66,Dirigentes de Entidades de Trabalhadores,36
2021,1,114210,15989.7,Dirigentes de Entidades Patronais,3
2021,1,114305,8008.35,Dirigente e Administrador de Organizacao Religiosa,5
2021,1,114405,7654.16,Dirigente e Administrador de Organizacao da Sociedade Civil sem Fins Lucrativos,16
2021,1,121005,24207.33,Diretor de Planejamento Estrategico,166
2021,1,121010,44574.59,Diretor Geral de Empresa e Organizacoes (Exceto de Interesse Publico),536
2021,1,122105,32345.05,Diretor de Producao e Operacoes em Empresa Agropecuaria,5
2021,1,122110,77083.33,Diretor de Producao e Operacoes em Empresa Aquicola,1
2021,1,122115,20951.67,Diretor de Producao e Operacoes em Empresa Florestal,5
2021,1,122205,41925.42,"Diretor de Producao e Operacoes da Industria de Transformacao, Extracao Mineral e Utilidades",27
2021,1,122305,29337.22,Diretor de Operacoes de Obras Publica e Civil,39
2021,1,122405,27281.25,Diretor de Operacoes Comerciais (Comercio Atacadista e Varejista),67
2021,1,122505,39165.2,Diretor de Producao e Operacoes de Alimentacao,20
2021,1,122510,29070.25,Diretor de Producao e Operacoes de Hotel,3
2021,1,122515,9548.11,Diretor de Producao e Operacoes de Turismo,8
2021,1,122520,4957.15,Turismologo,7
2021,1,122605,2241.16,Diretor de Operacoes de Correios,3
2021,1,122610,30425.9,Diretor de Operacoes de Servicos de Armazenamento,12
2021,1,122615,35362.9,Diretor de Operacoes de Servicos de Telecomunicacoes,37
2021,1,122620,18112.69,Diretor de Operacoes de Servicos de Transporte,27
2021,1,122705,32626.5,Diretor Comercial em Operacoes de Intermediacao Financeira,57
2021,1,122710,34164.85,Diretor de Produtos Bancarios,61
2021,1,122720,62050.69,Diretor de Cambio e Comercio Exterior,4
2021,1,122725,18694.34,Diretor de Compliance,71
2021,1,122730,41879.35,Diretor de Credito (Exceto Credito Imobiliario),7
2021,1,122735,2319.08,Diretor de Credito Imobiliario,4
2021,1,122745,45722.43,Diretor de Mercado de Capitais,11
2021,1,122750,22782.64,Diretor de Recuperacao de Creditos em Operacoes de Intermediacao Financeira,5
2021,1,122755,38326.72,Diretor de Riscos de Mercado,22
2021,1,123105,26100.45,Diretor Administrativo,1132
2021,1,123110,30243.56,Diretor Administrativo e Financeiro,239
2021,1,123115,39136.32,Diretor Financeiro,288
2021,1,123205,38626.35,Diretor de Recursos Humanos,154
2021,1,123210,25023.73,Diretor de Relacoes de Trabalho,5
2021,1,123305,37663.83,Diretor Comercial,785
2021,1,123310,33890.55,Diretor de Marketing,241
2021,1,123405,45244.86,Diretor de Suprimentos,56
2021,1,123605,31179.55,Diretor de Servicos de Informatica,261
2021,1,123705,34708.82,Diretor de Pesquisa e Desenvolvimento (P&D),75
2021,1,123805,26441.86,Diretor de Manutencao,26
2021,1,131105,14953.13,Diretor de Servicos Culturais,37
2021,1,131110,3704.19,Diretor de Servicos Sociais,80
2021,1,131115,8555.71,Gerente de Servicos Culturais,242
2021,1,131120,6532.8,Gerente de Servicos Sociais,245
2021,1,131205,18708.46,Diretor de Servicos de Saude,179
2021,1,131210,12523.94,Gerente de Servicos de Saude,597
2021,1,131215,5199.86,Tecnólogo em Gestão Hospitalar,11
2021,1,131305,7380.6,Diretor de Instituicao Educacional da Area Privada,578
2021,1,131310,5456.87,Diretor de Instituicao Educacional Publica,358
2021,1,131315,10960.75,Gerente de Instituicao Educacional da Area Privada,75
2021,1,131320,10402.35,Gerente de Servicos Educacionais da Area Publica,18
2021,1,141105,7078.62,Gerente de Producao e Operacoes  Aquicolas,10
2021,1,141110,11150.81,Gerente de Producao e Operacoes  Florestais,15
2021,1,141115,32497.31,Gerente de Producao e Operacoes Agropecuarias,6
2021,1,141120,4411.45,Gerente de Producao e Operacoes Pesqueiras,2
2021,1,141205,9334.76,Gerente de Producao e Operacoes,1121
2021,1,141305,11595.46,Gerente de Producao e Operacoes da Construcao Civil e Obras Publicas,537
2021,1,141405,2039.98,Comerciante Atacadista,294
2021,1,141410,2912.83,Comerciante Varejista,1367
2021,1,141415,3890.06,Gerente de Loja e Supermercado,6342
2021,1,141420,8407.98,Gerente de Operacoes de Servicos de Assistencia Tecnica,238
2021,1,141505,6250.67,Gerente de Hotel,130
