date,year,quarter,price_real_month,area_m2,bedrooms,suite,bathrooms,garage,price_m2,condo_real,metro_dist_km,gym,field_quadra,elevator,furnished,swimming_pool,delta_cbd_farialima,inequality_meter,inequality_rank,teleworkable
18/09/2019,2019,3,1500000,125,3,1,3,1,12000,1340,1.873171886,0,0,0,0,0,1.0199542,62.5,11,0.403
18/09/2019,2019,3,1500000,125,3,1,3,1,12000,1340,1.873171886,0,0,0,0,0,1.0199542,62.5,11,0.403
25/09/2019,2019,3,1500000,125,3,1,3,1,12000,1340,1.873171886,0,0,0,0,0,1.0199542,62.5,11,0.403
24/01/2019,2019,1,970000,126,3,1,3,2,7698.412698,900,1.251379426,0,0,0,0,0,15.1676609,49.09375,43,0.104
26/05/2019,2019,2,970000,126,3,1,3,2,7698.412698,1106,0.291266213,0,0,0,0,0,7.106537,71.40625,1,0.268
02/07/2019,2019,3,1150000,126,3,1,3,2,9126.984127,1000,0.229700971,0,0,0,0,0,5.8016475,57.625,16,0.393
31/01/2019,2019,1,839900,127,3,1,3,1,6613.385827,924,0.729392257,0,0,0,0,0,6.0216482,57.8,15,0.369
25/12/2019,2019,4,1350000,127,3,1,3,2,10629.92126,1340,1.852231784,0,0,0,0,0,1.3953219,62.5,11,0.363
07/02/2019,2019,1,900000,128,3,1,3,2,7031.25,1000,4.282506513,0,0,0,0,0,8.9926426,65.28125,8,0.13
19/05/2019,2019,2,727900,130,2,2,3,1,5599.230769,1,2.752999504,0,0,0,0,0,6.304629,49.46875,40,0.248
26/05/2019,2019,2,727900,130,2,2,3,1,5599.230769,1,2.752999504,0,0,0,0,0,6.304629,49.46875,40,0.248
09/07/2019,2019,3,780000,130,3,1,3,2,6000,1116,1.472126745,0,0,0,0,0,6.0371972,64.21875,9,0.187
17/01/2019,2019,1,690000,130,2,2,3,3,5307.692308,1339,2.117246736,0,0,0,0,0,5.9145401,35.21875,90,0.213
05/04/2019,2019,2,690000,130,2,2,3,3,5307.692308,1339,2.117246736,0,0,0,0,0,5.9145401,35.21875,90,0.235
10/01/2019,2019,1,890000,130,3,1,3,1,6846.153846,900,1.449982391,0,0,0,0,0,5.8483652,64.21875,9,0.182
24/01/2019,2019,1,890000,130,3,1,3,1,6846.153846,900,1.449982391,0,0,0,0,0,5.8483652,64.21875,9,0.182
14/11/2019,2019,4,1380000,130,3,1,3,2,10615.38462,2300,1.141530511,0,0,0,0,0,5.6644075,65.625,7,0.206
21/11/2019,2019,4,1380000,130,3,1,3,2,10615.38462,2300,1.141530511,0,0,0,0,0,5.6644075,65.625,7,0.206
02/12/2019,2019,4,1350000,130,3,1,3,2,10384.61538,2300,1.141530511,0,0,0,0,0,5.6644075,65.625,7,0.206
11/12/2019,2019,4,1350000,130,3,1,3,2,10384.61538,2300,1.141530511,0,0,0,0,0,5.6644075,65.625,7,0.206
18/12/2019,2019,4,1350000,130,3,1,3,2,10384.61538,2300,1.141530511,0,0,0,0,0,5.6644075,65.625,7,0.206
18/09/2019,2019,3,1230000,130,3,1,3,2,9461.538462,2300,1.141530511,0,0,0,0,0,5.6644075,65.625,7,0.167
18/09/2019,2019,3,1230000,130,3,1,3,2,9461.538462,2300,1.141530511,0,0,0,0,0,5.6644075,65.625,7,0.167
17/01/2019,2019,1,1100000,130,3,1,3,1,8461.538462,1850,0.568593631,0,0,0,0,0,3.9662995,68.96875,3,0.143
19/05/2019,2019,2,1650000,130,2,1,3,1,12692.30769,1460,0.716622013,0,0,0,0,0,3.4472744,65.76666667,6,0.183
16/06/2019,2019,2,1650000,130,2,1,3,1,12692.30769,1460,0.716622013,0,0,0,0,0,3.4472744,65.76666667,6,0.183
25/09/2019,2019,3,1250000,130,3,1,3,3,9615.384615,2900,0.919978577,0,0,0,0,0,3.2474029,71.21875,2,0.214
25/09/2019,2019,3,1250000,130,3,1,3,3,9615.384615,2900,0.919978577,0,0,0,0,0,3.2474029,71.21875,2,0.214
07/08/2019,2019,3,1600000,130,3,1,3,1,12307.69231,,1.209393856,0,0,0,0,0,3.0731821,65.76666667,6,0.257
14/08/2019,2019,3,1600000,130,3,1,3,1,12307.69231,,1.209393856,0,0,0,0,0,3.0731821,65.76666667,6,0.257
14/11/2019,2019,4,1250000,130,3,1,3,1,9615.384615,1280,1.3283543,0,0,0,0,0,2.9574969,65.76666667,6,0.271
21/11/2019,2019,4,1250000,130,3,1,3,1,9615.384615,1280,1.3283543,0,0,0,0,0,2.9574969,65.76666667,6,0.271
21/11/2019,2019,4,1250000,130,3,1,3,1,9615.384615,1280,1.3283543,0,0,0,0,0,2.9574969,65.76666667,6,0.271
02/12/2019,2019,4,1250000,130,3,1,3,1,9615.384615,1280,1.3283543,0,0,0,0,0,2.9574969,65.76666667,6,0.271
02/12/2019,2019,4,1250000,130,3,1,3,1,9615.384615,1280,1.3283543,0,0,0,0,0,2.9574969,65.76666667,6,0.271
18/12/2019,2019,4,1250000,130,3,1,3,1,9615.384615,1280,1.3283543,0,0,0,0,0,2.9574969,65.76666667,6,0.271
18/12/2019,2019,4,1250000,130,3,1,3,1,9615.384615,1280,1.3283543,0,0,0,0,0,2.9574969,65.76666667,6,0.271
25/12/2019,2019,4,1250000,130,3,1,3,1,9615.384615,1280,1.3283543,0,0,0,0,0,2.9574969,65.76666667,6,0.271
23/07/2019,2019,3,890000,133,2,1,3,1,6691.729323,1360,0.896643641,0,0,0,0,0,6.0115672,65.625,7,0.167
14/08/2019,2019,3,890000,133,2,1,3,1,6691.729323,1360,0.896643641,0,0,0,0,0,6.0115672,65.625,7,0.167
04/09/2019,2019,3,1150000,134,3,1,3,2,8582.089552,1980,0.55811903,0,0,0,0,0,1.9905088,71.21875,2,0.214
04/09/2019,2019,3,1150000,134,3,1,3,2,8582.089552,1980,0.55811903,0,0,0,0,0,1.9905088,71.21875,2,0.214
25/06/2019,2019,2,1650000,135,3,2,3,2,12222.22222,1300,0.648249275,0,0,0,0,0,4.3346143,39.46875,79,0.171
22/02/2019,2019,1,1590000,136,3,1,3,1,11691.17647,1350,0.621894805,0,0,0,0,0,3.4856264,65.76666667,6,0.201
01/03/2019,2019,1,1590000,136,3,1,3,1,11691.17647,1350,0.621894805,0,0,0,0,0,3.4856264,65.76666667,6,0.201
22/03/2019,2019,1,1200000,137,3,1,3,1,8759.124088,1420,0.260755882,0,0,0,0,0,4.5396332,68.96875,3,0.143
03/01/2019,2019,1,1250000,138,3,1,3,1,9057.971014,1430,0.69938546,0,0,0,0,0,3.5852726,68.96875,3,0.143
10/01/2019,2019,1,1250000,138,3,1,3,1,9057.971014,1430,0.69938546,0,0,0,0,0,3.5852726,68.96875,3,0.143
01/01/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
08/01/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
15/01/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
22/01/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
29/01/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
05/02/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
12/02/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
19/02/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
26/02/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
04/03/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
11/03/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
18/03/2020,2020,1,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.109
01/04/2020,2020,2,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.143
22/04/2020,2020,2,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.143
14/05/2020,2020,2,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.143
25/05/2020,2020,2,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.143
28/05/2020,2020,2,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.143
04/06/2020,2020,2,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.143
18/06/2020,2020,2,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.143
25/06/2020,2020,2,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.143
02/07/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
09/07/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
16/07/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
23/07/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
30/07/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
06/08/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
13/08/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
20/08/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
03/09/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
24/09/2020,2020,3,980000,97,2,1,1,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.174
08/10/2020,2020,4,980000,97,2,1,2,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.198
05/11/2020,2020,4,980000,97,2,1,2,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,66.71875,3,0.198
19/01/2021,2021,1,980000,97,2,1,2,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,57.86666667,19,0.154
26/01/2021,2021,1,980000,97,2,1,2,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,57.86666667,19,0.154
02/02/2021,2021,1,980000,97,2,1,2,2,10103.09278,1670,0.335531093,0,0,1,0,0,5.3939178,57.86666667,19,0.154
05/11/2021,2021,4,847999,84,3,1,2,2,10095.22619,1050,4.25893151,1,0,1,0,1,8.1740011,43.03125,69,0.234
21/11/2021,2021,4,847999,84,3,1,2,2,10095.22619,1050,4.25893151,1,0,1,0,1,8.1740011,43.03125,69,0.234
07/02/2019,2019,1,1250000,138,3,1,3,1,9057.971014,1430,0.69938546,0,0,0,0,0,3.5852726,68.96875,3,0.143
05/05/2019,2019,2,1290000,139,3,1,3,1,9280.57554,1460,0.45914115,0,0,0,0,0,3.8934005,65.76666667,6,0.183
12/05/2019,2019,2,1290000,139,3,1,3,1,9280.57554,1460,0.45914115,0,0,0,0,0,3.8934005,65.76666667,6,0.183
02/03/2021,2021,1,775000,77,2,2,3,2,10064.93506,970,2.124308177,1,1,1,1,1,5.8306979,45.78125,56,0.149
02/03/2021,2021,1,865000,86,3,1,3,2,10058.13953,,1.360265759,1,1,1,0,1,5.8410047,56.9375,22,0.135
12/05/2019,2019,2,1290000,139,3,1,3,1,9280.57554,1460,0.45914115,0,0,0,0,0,3.8934005,65.76666667,6,0.183
16/06/2019,2019,2,1498000,139,3,1,3,2,10776.97842,1900,0.94058602,0,0,0,0,0,3.5695285,68.96875,3,0.131
23/03/2021,2021,1,813000,81,2,2,3,2,10037.03704,1200,0.578194935,1,0,1,0,1,5.5803969,56.9375,22,0.135
17/01/2019,2019,1,1900000,140,3,1,3,2,13571.42857,1200,0.726603098,0,0,0,0,0,3.8416357,68.96875,3,0.143
15/03/2019,2019,1,1900000,140,3,1,3,2,13571.42857,1200,0.726603098,0,0,0,0,0,3.8416357,68.96875,3,0.143
02/12/2019,2019,4,960000,140,3,1,3,2,6857.142857,,1.392278476,0,0,0,0,0,3.8151313,39.46875,79,0.229
02/12/2019,2019,4,960000,140,3,1,3,2,6857.142857,,1.392278476,0,0,0,0,0,3.8151313,39.46875,79,0.229
11/10/2019,2019,4,1590000,140,3,1,3,2,11357.14286,1115,0.733843437,0,0,0,0,0,3.7483779,68.96875,3,0.229
31/01/2019,2019,1,1180000,141,3,1,3,1,8368.794326,1900,0.437650941,0,0,0,0,0,3.8317956,65.76666667,6,0.201
22/01/2020,2020,1,880531,88,3,1,1,3,10006.03409,,5.038015447,1,1,1,0,1,9.3189327,51.84375,31,0.276
26/05/2019,2019,2,1686300,142,3,1,3,1,11875.35211,,0.281218256,0,0,0,0,0,4.3843316,65.8125,5,0.334
26/05/2019,2019,2,1686300,142,3,1,3,1,11875.35211,,0.281218256,0,0,0,0,0,4.3843316,65.8125,5,0.334
05/04/2019,2019,2,2550000,142,2,2,3,2,17957.74648,2253,1.587390011,0,0,0,0,0,1.0300242,71.21875,2,0.189
12/04/2019,2019,2,2550000,142,2,2,3,2,17957.74648,2253,1.587390011,0,0,0,0,0,1.0300242,71.21875,2,0.189
28/04/2019,2019,2,2550000,142,2,2,3,2,17957.74648,2253,1.587390011,0,0,0,0,0,1.0300242,71.21875,2,0.189
26/05/2019,2019,2,2550000,142,2,2,3,2,17957.74648,2253,1.587390011,0,0,0,0,0,1.0300242,71.21875,2,0.189
09/07/2019,2019,3,2550000,142,2,2,3,2,17957.74648,2253,1.587390011,0,0,0,0,0,1.0300242,71.21875,2,0.214
19/05/2019,2019,2,3600000,144,2,2,3,2,25000,1800,2.116906794,0,0,0,0,0,0.7931311,62.5,11,0.308
26/05/2019,2019,2,3600000,144,2,2,3,2,25000,1800,2.116906794,0,0,0,0,0,0.7931311,62.5,11,0.308
03/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
03/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
07/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
07/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
10/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
10/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
17/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
17/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
24/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
24/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
31/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
31/01/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
07/02/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
07/02/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
15/02/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
15/02/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
22/01/2020,2020,1,750000,75,3,1,1,3,10000,1085,1.534713956,1,1,1,0,1,6.1845186,61.875,10,0.201
12/02/2020,2020,1,750000,75,3,1,1,3,10000,1085,1.534713956,1,1,1,0,1,6.1845186,61.875,10,0.201
26/02/2020,2020,1,750000,75,3,1,1,3,10000,1085,1.534713956,1,1,1,0,1,6.1845186,61.875,10,0.201
04/03/2020,2020,1,750000,75,3,1,1,2,10000,790,1.945677101,0,0,0,0,0,6.860877,61.875,10,0.201
04/03/2020,2020,1,750000,75,3,1,1,3,10000,1085,1.534713956,1,1,1,0,1,6.1845186,61.875,10,0.201
29/04/2020,2020,2,780000,78,3,1,1,2,10000,845,0.43499482,1,1,1,0,1,5.338915,61.875,10,0.175
26/01/2021,2021,1,840000,84,2,1,3,2,10000,750,1.029693272,1,1,1,1,1,6.7755412,54.75,27,0.135
09/02/2021,2021,1,850000,85,3,1,2,2,10000,980,2.1070256,1,0,1,0,1,6.8773551,66.34375,2,0.129
01/05/2021,2021,2,1200000,120,3,1,3,1,10000,1400,0.607051194,0,0,1,0,0,3.3348356,43.125,68,0.189
17/05/2021,2021,2,750000,75,2,1,2,1,10000,1279,0.421759547,0,0,1,0,0,2.03428,65.28125,4,0.15
06/06/2021,2021,2,1200000,120,3,1,3,1,10000,1400,0.607051194,0,0,1,0,0,3.3348356,43.125,68,0.189
20/12/2021,2021,4,900000,90,3,1,3,1,10000,950,1.066224829,0,0,0,0,1,1.4608792,67.9375,1,0.292
27/10/2021,2021,4,499900,50,2,1,2,2,9998,550,0.412538364,1,0,1,1,1,13.9125436,50.96875,38,0.207
22/02/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
22/02/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
07/08/2021,2021,3,699000,70,2,1,2,1,9985.714286,450,0.778618646,1,0,1,1,1,8.0796029,54.3,28,0.31
01/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
01/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
05/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
05/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
08/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
08/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
13/08/2020,2020,3,649000,65,2,1,1,2,9984.615385,440,0.47091151,1,1,1,1,1,7.6378195,63.6875,5,0.128
03/09/2020,2020,3,649000,65,2,1,1,2,9984.615385,440,0.47091151,1,1,1,1,1,7.6378195,63.6875,5,0.128
15/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
19/02/2020,2020,1,698000,70,2,1,1,2,9971.428571,890,0.326881932,1,0,1,0,1,4.8937024,63.25,6,0.35
15/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
22/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
15/01/2020,2020,1,997000,100,3,1,1,3,9970,980,1.498736051,1,1,1,0,1,6.4499746,61.875,10,0.201
22/01/2020,2020,1,996000,100,3,1,1,3,9960,980,1.498736051,1,1,1,0,1,6.4499746,61.875,10,0.201
22/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
29/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
29/03/2019,2019,1,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.182
05/04/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
05/04/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
12/04/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
12/04/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
19/04/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
19/04/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
10/05/2021,2021,2,990000,100,3,1,2,2,9900,700,2.345588209,1,1,1,0,1,6.9143827,52.65625,30,0.256
27/10/2021,2021,4,950000,96,3,1,1,1,9895.833333,1200,0.853109438,0,0,1,0,0,3.4598532,59.7,11,0.221
28/04/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
28/04/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
05/05/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
05/05/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
12/05/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
12/05/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
19/05/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
19/05/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
26/05/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
26/05/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
02/07/2020,2020,3,3800000,385,3,1,1,4,9870.12987,,2.313977573,0,0,0,0,0,5.627987,62.5,9,0.24
02/06/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
02/06/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
09/06/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
09/06/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
16/06/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
16/06/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
25/06/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
25/06/2019,2019,2,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.162
02/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
02/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
01/01/2020,2020,1,690000,70,3,1,1,2,9857.142857,800,0.293341207,1,0,1,0,1,5.4990083,72.40625,1,0.156
22/01/2020,2020,1,690000,70,3,1,1,2,9857.142857,800,0.293341207,1,0,1,0,1,5.4990083,72.40625,1,0.156
28/08/2021,2021,3,690000,70,2,1,2,1,9857.142857,640,0.309171239,1,0,1,0,1,8.2181041,33.78125,93,0.152
09/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
09/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
16/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
08/04/2020,2020,2,1280000,130,3,1,1,3,9846.153846,1265,0.751519308,0,0,0,0,0,3.619027,56.03125,21,0.206
17/04/2021,2021,2,630000,64,3,1,2,2,9843.75,900,0.851121415,1,1,1,0,1,5.49999,57.09375,21,0.075
23/04/2021,2021,2,630000,64,3,1,2,2,9843.75,900,0.851121415,1,1,1,0,1,5.49999,57.09375,21,0.075
16/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
23/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
23/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
30/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
30/07/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
07/08/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
07/08/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
14/08/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
14/08/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
21/08/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
21/08/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
28/08/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
28/08/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
04/09/2019,2019,3,1300000,160,3,1,3,2,8125,1000,0.870683672,0,0,0,0,0,5.3245732,64.21875,9,0.187
