quarter,year,date,area_m2,bedrooms,suite,bathrooms,garage,price_real_month,price_m2,condo_real,metro_dist_km,gym,field_quadra,elevator,furnished,swimming_pool,delta_cbd_farialima,inequality_meter,inequality_rank,teleworkable
2,2018,31/05/2018,213,3,1,3,5,2520000,11830.99,30799,0.858360131,,,,,,5.2815948,78.21875,1,0.203
2,2018,03/05/2018,213,3,3,3,4,1889999,8873.23,1750,1.107375469,,,,,,3.9396453,47.65625,47,0.254
2,2018,25/05/2018,215,3,0,2,1,1197000,5567.44,1190,0.738129946,,,,,,3.4610069,75.40625,2,0.266
2,2018,21/05/2018,215,4,2,3,3,1120000,5209.3,2569,0.98836169,,,,,,3.2923607,71.0625,4,0.225
2,2018,15/05/2018,215,3,3,4,4,1155000,5372.09,2240,0.157624675,,,,,,3.5037658,63.9375,12,0.235
2,2018,23/05/2018,215,3,1,1,3,3360000,15627.91,1889,0.716622013,,,,,,3.4472744,75.40625,2,0.266
2,2018,11/05/2018,217,4,2,4,3,1218000,5612.9,0,0.691340273,,,,,,2.4296213,61.78125,15,0.427
2,2018,24/05/2018,220,4,2,4,4,1994999,9068.18,0,0.823633538,,,,,,3.5658317,47.65625,47,0.254
2,2018,22/05/2018,220,2,2,2,3,1813000,8240.91,1120,1.823000696,,,,,,10.9606702,54.6875,26,0.243
2,2018,10/05/2018,220,4,,1,2,1260000,5727.27,,1.074028101,,,,,,3.5499816,47.65625,47,0.254
2,2018,25/05/2018,220,4,3,4,3,1400000,6363.64,,0.380847168,,,,,,4.6865224,53.75,29,0.47
2,2018,19/05/2018,222,4,4,1,6,1780800,8021.62,2800,0.751519308,,,,,,3.619027,75.40625,2,0.266
2,2018,09/05/2018,222,3,1,4,2,2870000,12927.93,0,2.170302087,,,,,,2.0490218,75.40625,2,0.266
2,2018,03/05/2018,222,4,1,3,2,2303000,10373.87,1959,0.530583843,,,,,,3.6974222,75.40625,2,0.266
2,2018,17/05/2018,222,4,2,3,2,1484000,6684.68,2800,0.241333295,,,,,,4.1236908,75.40625,2,0.266
2,2018,22/05/2018,224,3,2,4,2,1330000,5937.5,1400,0.169107375,,,,,,3.6160044,75.40625,2,0.266
2,2018,18/05/2018,225,4,3,3,4,1295000,5755.56,1361,1.607436054,,,,,,6.0474136,70.0625,6,0.21
2,2018,07/05/2018,225,3,1,2,5,1743000,7746.67,0,2.28431128,,,,,,6.236842,61,17,0.304
2,2018,03/05/2018,228,4,2,4,2,1386000,6078.95,2450,0.77625942,,,,,,5.6532511,78.21875,1,0.203
2,2018,14/05/2018,230,4,1,4,4,1750000,7608.7,1176,1.047962349,,,,,,3.3661296,71.0625,4,0.225
2,2018,19/05/2018,230,3,3,4,3,3465000,15065.22,,1.657395899,,,,,,2.6282969,75.40625,2,0.266
2,2018,23/05/2018,232,3,2,4,2,1959999,8448.27,1889,1.147976196,,,,,,5.7763845,78.21875,1,0.203
2,2018,10/05/2018,234,4,3,4,4,1854999,7927.35,1785,0.840271352,,,,,,3.7118317,47.65625,47,0.254
2,2018,17/05/2018,236,3,1,4,2,1610000,6822.03,1375,0.697928871,,,,,,5.6804701,78.21875,1,0.203
2,2018,04/05/2018,236,3,1,3,2,1806000,7652.54,1337,0.697928871,,,,,,5.6804701,78.21875,1,0.203
2,2018,24/05/2018,236,3,1,3,2,2029999,8601.69,2086,2.188704335,,,,,,0.7854656,61.78125,15,0.427
2,2018,18/05/2018,238,3,3,4,1,2370900,9961.76,1610,0.482648357,,,,,,3.8284181,75.40625,2,0.266
2,2018,09/05/2018,240,4,1,3,2,2310000,9625,1750,0.738129946,,,,,,3.4610069,75.40625,2,0.266
2,2018,11/05/2018,240,3,1,3,1,1610000,6708.33,2100,0.246388943,,,,,,3.9704574,75.40625,2,0.266
2,2018,11/05/2018,240,3,1,4,1,1610000,6708.33,1467,0.756108753,,,,,,5.6796818,78.21875,1,0.203
2,2018,01/05/2018,242,3,1,3,2,1330000,5495.87,934,1.299384978,,,,,,5.8461809,61,17,0.304
2,2018,18/05/2018,245,4,0,3,3,1645000,6714.29,1889,0.418802083,,,,,,5.672393,78.21875,1,0.203
2,2018,22/05/2018,247,3,1,3,2,1959999,7935.22,1931,1.048673377,,,,,,5.8535276,78.21875,1,0.203
2,2018,03/05/2018,248,4,1,4,2,1573600,6345.16,2296,0.77625942,,,,,,5.6532511,78.21875,1,0.203
2,2018,04/05/2018,250,3,1,2,,1854999,7420,1819,0.651420288,,,,,,3.5165881,75.40625,2,0.266
2,2018,07/05/2018,250,4,4,2,3,2660000,10640,0,0.241333295,,,,,,4.1236908,75.40625,2,0.266
2,2018,17/05/2018,250,4,0,4,3,1750000,7000,1889,0.418802083,,,,,,5.672393,78.21875,1,0.203
2,2018,08/05/2018,250,3,1,4,1,1323000,5292,1365,0.403804375,,,,,,4.2443262,67.75,8,0.251
2,2018,29/05/2018,256,3,3,4,6,2078999,8121.09,1190,0.628850124,,,,,,11.460451,54.6875,26,0.243
2,2018,15/05/2018,256,4,3,4,4,1610000,6289.06,2240,0.886453357,,,,,,2.2480908,61.78125,15,0.427
2,2018,04/05/2018,259,4,3,3,3,2310000,8918.92,2709,2.449150271,,,,,,5.7568508,61,17,0.304
2,2018,12/05/2018,260,4,1,3,2,1470000,5653.85,1750,1.133298391,,,,,,5.6930211,78.21875,1,0.203
2,2018,30/05/2018,260,3,1,1,3,1610000,6192.31,2100,0.244914099,,,,,,3.2265409,47.65625,47,0.254
2,2018,09/05/2018,264,5,3,4,3,1750000,6628.79,,0.368095859,,,,,,3.9043928,71.21875,3,0.234
2,2018,11/05/2018,266,3,3,4,4,1610000,6052.63,1750,1.597313217,,,,,,12.0219465,54.6875,26,0.144
2,2018,18/05/2018,271,3,1,3,6,1400000,5166.05,0,0.641897939,,,,,,2.8045276,47.65625,47,0.254
2,2018,11/05/2018,272,4,2,4,3,1959929,7205.62,2450,0.756108753,,,,,,5.6796818,78.21875,1,0.203
2,2018,03/05/2018,273,4,2,3,2,2186100,8007.69,1889,0.9053024,,,,,,3.3115241,75.40625,2,0.266
2,2018,17/05/2018,274,3,1,4,3,1959999,7153.28,1931,0.766219115,,,,,,5.7860509,78.21875,1,0.203
2,2018,16/05/2018,274,3,1,4,2,1959999,7153.28,1931,1.048673377,,,,,,5.8535276,78.21875,1,0.203
2,2018,05/05/2018,274,3,3,3,2,2520000,9197.08,2029,0.9053024,,,,,,3.3115241,75.40625,2,0.266
2,2018,09/05/2018,276,3,3,4,3,2940000,10652.17,2722,1.780329166,,,,,,0.9909481,61.78125,15,0.427
2,2018,15/05/2018,278,4,4,2,6,2275000,8183.45,0,2.32342853,,,,,,12.9053512,52.15625,31,0.171
2,2018,31/05/2018,285,3,3,4,4,3395000,11912.28,5730,0.968026172,,,,,,5.4461017,78.21875,1,0.203
2,2018,29/05/2018,287,3,1,4,3,1750000,6097.56,0,3.242504487,,,,,,7.1026047,61,17,0.304
2,2018,24/05/2018,292,3,,2,2,1575000,5393.84,1819,0.391611752,,,,,,3.9867524,75.40625,2,0.266
2,2018,20/05/2018,296,2,2,1,6,3849999,13006.75,3536,0.536185663,,,,,,3.1380196,71.0625,4,0.225
2,2018,10/05/2018,297,4,2,4,4,2450000,8249.16,0,1.408959224,,,,,,4.7297872,61,17,0.304
2,2018,09/05/2018,300,4,4,4,2,1959999,6533.33,2462,0.567353945,,,,,,2.1569501,71.0625,4,0.225
2,2018,14/05/2018,300,4,4,4,2,1610000,5366.67,2450,0.382008928,,,,,,2.1888766,71.0625,4,0.225
2,2018,26/05/2018,300,3,0,3,3,1680000,5600,1914,1.667153266,,,,,,0.7914238,61.78125,15,0.427
2,2018,28/05/2018,300,3,3,4,5,2800000,9333.33,4620,1.139589814,,,,,,4.0062324,68.96875,7,0.437
2,2018,17/05/2018,316,4,2,2,2,1631000,5161.39,0,1.817779285,,,,,,8.17266,66.96875,9,0.328
2,2018,16/05/2018,320,4,2,4,6,2085999,6518.75,275,0.871423879,,,,,,5.1426826,61,17,0.304
2,2018,22/05/2018,328,3,1,3,4,2008999,6125,1260,1.950344891,,,,,,12.1536285,54.6875,26,0.243
2,2018,21/05/2018,340,3,1,4,2,1994999,5867.64,2520,0.793182546,,,,,,6.1735447,64.3125,11,0.282
2,2018,04/05/2018,345,4,4,1,4,3150000,9130.43,3276,0.774814957,,,,,,6.1334373,64.3125,11,0.282
2,2018,04/05/2018,346,4,1,3,3,2100000,6069.36,2380,0.507560843,,,,,,5.3775386,78.21875,1,0.203
2,2018,20/05/2018,350,3,1,4,2,2793000,7980,3290,0.881106065,,,,,,5.5909254,78.21875,1,0.203
2,2018,26/05/2018,350,4,3,4,4,3360000,9600,0,1.362409581,,,,,,1.4788515,68.96875,7,0.437
2,2018,29/05/2018,373,4,1,4,5,2450000,6568.36,3319,0.44752576,,,,,,3.9988235,75.40625,2,0.266
2,2018,10/05/2018,380,3,1,1,2,1959999,5157.89,2625,0.78800372,,,,,,3.4333123,75.40625,2,0.266
2,2018,12/05/2018,380,4,2,3,2,2660000,7000,3220,1.228012624,,,,,,5.5753742,78.21875,1,0.203
2,2018,05/05/2018,388,3,3,3,8,3919999,10103.09,0,2.299552638,,,,,,4.1703348,37.625,78,0.233
2,2018,25/05/2018,400,3,3,3,3,2170000,5425,2870,0.838991409,,,,,,3.2651378,71.0625,4,0.225
2,2018,24/05/2018,400,4,4,4,15,2940000,7350,0,2.335218471,,,,,,6.4509021,61,17,0.304
2,2018,08/05/2018,424,4,1,3,0,3849999,9080.19,3730,0.662637384,,,,,,5.5686746,78.21875,1,0.203
2,2018,04/05/2018,446,6,2,4,4,3115000,6984.3,3961,0.530583843,,,,,,3.6974222,75.40625,2,0.266
2,2018,02/05/2018,455,4,4,1,5,5189800,11406.15,,1.497850211,,,,,,0.9703677,61.78125,15,0.427
2,2018,18/05/2018,468,4,4,2,4,4122999,8809.83,2520,0.823389088,,,,,,3.5295286,75.40625,2,0.266
2,2018,15/05/2018,480,4,2,3,4,4900000,10208.33,4550,1.071901965,,,,,,5.8612117,78.21875,1,0.203
2,2018,16/05/2018,500,4,3,3,4,5250000,10500,0,0.651296892,,,,,,2.725408,71.0625,4,0.225
2,2018,16/05/2018,500,4,4,4,8,3150000,6300,0,1.405880038,,,,,,5.6774696,70.0625,6,0.21
2,2018,25/05/2018,500,3,3,3,6,5250000,10500,2240,0.158745502,,,,,,3.0902612,47.65625,47,0.254
2,2018,18/05/2018,527,5,1,1,8,2968000,5631.88,,2.215754234,,,,,,6.2938328,61,17,0.304
2,2018,08/05/2018,549,4,4,3,3,4550000,8287.8,0,1.914100901,,,,,,1.6600347,71.0625,4,0.225
2,2018,29/05/2018,600,4,2,4,6,4760000,7933.33,0,2.459346761,,,,,,2.1852103,49.65625,41,0.142
2,2018,19/06/2018,14,1,1,1,1,189000,13500,0,0.620584462,,,,,,4.8086173,78.21875,1,0.203
2,2018,06/06/2018,18,1,1,1,1,224000,12444.44,0,0.458426748,,,,,,2.4678569,68.96875,7,0.437
2,2018,16/06/2018,18,1,1,1,0,204821,11378.94,210,0.334952531,,,,,,4.7614688,78.21875,1,0.203
2,2018,12/06/2018,19,1,0,1,0,107100,5636.84,,0.282287997,,,,,,7.9719869,44.5,56,0.166
2,2018,13/06/2018,20,1,0,1,0,201414,10070.7,0,0.301861705,,,,,,6.2346679,59.59375,19,0.326
2,2018,20/06/2018,20,1,0,1,0,189700,9485,244,0.40722508,,,,,,6.1503251,59.59375,19,0.326
2,2018,06/06/2018,26,1,,1,1,444500,17096.15,,0.941960834,,,,,,3.2388095,75.40625,2,0.266
2,2018,15/06/2018,26,1,1,1,1,189000,7269.23,1050,0.053391547,,,,,,2.4020931,71.0625,4,0.225
2,2018,13/06/2018,27,1,0,1,1,251999,9333.3,738,0.471288634,,,,,,3.6861679,75.40625,2,0.266
2,2018,25/06/2018,28,1,,1,1,301000,10750,0,0.371031145,,,,,,4.1312457,71.21875,3,0.234
2,2018,07/06/2018,28,1,0,1,1,420000,15000,861,0.446954718,,,,,,3.9459357,75.40625,2,0.266
2,2018,26/06/2018,28,1,,1,1,266000,9500,1295,0.333593154,,,,,,4.0271754,75.40625,2,0.266
2,2018,06/06/2018,28,1,,1,,269261,9616.46,,0.334548407,,,,,,6.5655248,59.59375,19,0.326
2,2018,07/06/2018,28,1,0,1,1,213500,7625,798,0.302588716,,,,,,4.6977298,78.21875,1,0.203
2,2018,19/06/2018,28,1,1,1,1,182000,6500,0,0.305423689,,,,,,5.6702749,78.21875,1,0.203
2,2018,26/06/2018,28,1,0,1,1,189000,6750,1155,2.451584306,,,,,,13.0705275,52.15625,31,0.171
2,2018,08/06/2018,28,1,0,1,1,203000,7250,714,0.442701913,,,,,,5.448506,78.21875,1,0.203
2,2018,20/06/2018,28,1,0,1,1,192500,6875,819,1.643757769,,,,,,0.7964997,61.78125,15,0.427
2,2018,05/06/2018,28,1,1,1,1,244999,8749.96,1228,0.152390494,,,,,,4.44703,78.21875,1,0.203
2,2018,12/06/2018,29,1,1,1,1,196000,6758.62,944,0.379925488,,,,,,3.9042994,75.40625,2,0.266
2,2018,24/06/2018,29,1,0,1,1,322000,11103.45,168,0.258018142,,,,,,2.555282,68.96875,7,0.437
2,2018,11/06/2018,29,1,1,1,1,224000,7724.14,603,0.24907167,,,,,,3.9458418,71.21875,3,0.234
2,2018,15/06/2018,29,1,1,1,1,378000,13034.48,0,1.796984769,,,,,,1.0811941,61.78125,15,0.427
2,2018,06/06/2018,29,1,,1,,200503,6913.9,,0.281458519,,,,,,6.3715068,59.59375,19,0.326
2,2018,19/06/2018,30,1,1,1,1,210000,7000,0,1.031204915,,,,,,3.2131959,75.40625,2,0.266
2,2018,29/06/2018,30,1,0,1,1,217000,7233.33,0,1.010626553,,,,,,3.1721334,75.40625,2,0.266
2,2018,03/06/2018,30,1,1,1,1,234499,7816.63,840,2.494369509,,,,,,0.8427867,61.78125,15,0.427
2,2018,06/06/2018,31,1,1,1,1,294000,9483.87,357,1.178261479,,,,,,4.2812782,61,17,0.304
2,2018,22/06/2018,32,1,1,1,1,266000,8312.5,0,0.276554801,,,,,,2.5955426,71.0625,4,0.225
2,2018,07/06/2018,32,1,0,1,0,171500,5359.38,224,0.41353514,,,,,,5.9323787,59.59375,19,0.326
2,2018,06/06/2018,32,1,,1,1,280000,8750,,0.375474396,,,,,,7.4339769,59.59375,19,0.326
2,2018,28/06/2018,32,1,1,1,1,311500,9734.38,0,0.40012621,,,,,,3.776286,75.40625,2,0.266
2,2018,07/06/2018,32,1,0,1,1,230999,7218.72,986,2.52778606,,,,,,0.8296108,61.78125,15,0.427
2,2018,15/06/2018,32,1,1,1,1,283500,8859.38,909,0.543120758,,,,,,3.9565031,75.40625,2,0.266
2,2018,15/06/2018,32,1,1,1,1,336000,10500,385,0.67092813,,,,,,3.3228139,68.96875,7,0.437
2,2018,19/06/2018,34,1,,1,1,307300,9038.24,0,0.54180131,,,,,,5.0174637,78.21875,1,0.203
2,2018,05/06/2018,34,1,,1,1,244999,7205.85,350,0.593232872,,,,,,8.2179302,55.3125,24,0.167
2,2018,15/06/2018,34,1,1,1,1,315000,9264.71,210,0.187397252,,,,,,4.6430485,71.21875,3,0.234
2,2018,08/06/2018,34,1,0,1,1,373100,10973.53,384,0.986893036,,,,,,3.7685553,68.96875,7,0.437
2,2018,08/06/2018,34,1,0,1,1,379400,11158.82,384,0.986893036,,,,,,3.7685553,68.96875,7,0.437
2,2018,08/06/2018,34,1,0,1,1,394800,11611.76,359,0.986893036,,,,,,3.7685553,68.96875,7,0.437
2,2018,07/06/2018,34,1,1,1,0,350000,10294.12,350,1.178261479,,,,,,4.2812782,61,17,0.304
2,2018,21/06/2018,35,1,,1,1,287000,8200,770,0.971051422,,,,,,3.2661174,75.40625,2,0.266
2,2018,21/06/2018,35,1,,1,1,196000,5600,770,0.444850842,,,,,,2.3851312,71.0625,4,0.225
2,2018,21/06/2018,35,1,,1,1,296800,8480,770,0.230575853,,,,,,2.508291,71.0625,4,0.225
2,2018,21/06/2018,35,1,0,1,1,224000,6400,686,0.40900189,,,,,,2.313664,71.0625,4,0.225
2,2018,20/06/2018,35,1,0,1,1,196000,5600,923,0.517223683,,,,,,3.7355029,75.40625,2,0.266
2,2018,21/06/2018,35,1,,1,1,258999,7399.97,770,2.069435926,,,,,,1.9039757,61.78125,15,0.427
2,2018,21/06/2018,35,1,,1,1,287000,8200,770,0.974343553,,,,,,1.5257769,71.0625,4,0.225
2,2018,21/06/2018,35,1,,1,1,441000,12600,770,1.429229486,,,,,,1.0414712,71.0625,4,0.225
2,2018,21/06/2018,35,1,,1,1,371000,10600,770,0.521981541,,,,,,4.7856469,78.21875,1,0.203
2,2018,06/06/2018,35,1,,1,1,186736,5335.31,,2.361457129,,,,,,2.70851,49.65625,41,0.142
2,2018,21/06/2018,35,1,1,1,1,244999,6999.97,1190,0.339854842,,,,,,3.400612,71.21875,3,0.234
2,2018,06/06/2018,35,1,,1,1,367359,10495.97,,0.246421496,,,,,,3.0942016,68.96875,7,0.437
2,2018,21/06/2018,35,1,,1,1,224000,6400,770,1.953282609,,,,,,0.9002784,61.78125,15,0.427
2,2018,21/06/2018,35,1,,1,1,560000,16000,909,1.651019561,,,,,,1.0057722,71.0625,4,0.225
2,2018,21/06/2018,35,1,,1,1,595000,17000,770,1.548842882,,,,,,2.879913,61.78125,15,0.427
2,2018,21/06/2018,35,1,,1,1,294000,8400,770,2.009217495,,,,,,0.813373,61.78125,15,0.427
2,2018,21/06/2018,35,1,,1,1,420000,12000,770,0.580832417,,,,,,5.6488998,78.21875,1,0.203
2,2018,08/06/2018,35,1,0,1,1,380800,10880,362,0.986893036,,,,,,3.7685553,68.96875,7,0.437
2,2018,09/06/2018,35,1,,1,0,203000,5800,244,0.689942786,,,,,,5.0510534,67.75,8,0.251
2,2018,26/06/2018,35,1,1,1,1,280000,8000,0,1.069494897,,,,,,3.5148329,47.65625,47,0.254
2,2018,27/06/2018,35,1,0,1,1,287000,8200,0,0.356429604,,,,,,3.2729466,75.40625,2,0.266
2,2018,21/06/2018,35,1,,1,1,517999,14799.97,840,0.18560652,,,,,,4.4230359,71.21875,3,0.234
2,2018,21/06/2018,36,1,,1,1,297500,8263.89,770,0.971051422,,,,,,3.2661174,75.40625,2,0.266
2,2018,21/06/2018,36,1,,1,1,297500,8263.89,770,0.345471702,,,,,,3.9535053,75.40625,2,0.266
2,2018,21/06/2018,36,1,,1,1,266000,7388.89,770,0.499643337,,,,,,3.4433292,75.40625,2,0.266
2,2018,21/06/2018,36,1,,1,1,623000,17305.56,770,0.447991091,,,,,,4.3758452,67.75,8,0.251
2,2018,11/06/2018,36,1,0,1,1,244999,6805.53,805,0.6649932,,,,,,3.0989034,71.0625,4,0.225
2,2018,18/06/2018,36,1,0,1,1,336000,9333.33,489,0.183608818,,,,,,3.2857926,47.65625,47,0.254
2,2018,21/06/2018,36,1,,1,1,258999,7194.42,770,0.446954718,,,,,,3.9459357,75.40625,2,0.266
2,2018,06/06/2018,36,1,,1,1,331494,9208.17,,0.686758895,,,,,,5.5356756,61,17,0.304
2,2018,27/06/2018,36,1,,1,1,261764,7271.22,,0.522547165,,,,,,6.1329882,78.21875,1,0.203
2,2018,08/06/2018,36,1,1,1,1,290500,8069.44,0,0.734492173,,,,,,5.0672247,67.75,8,0.251
2,2018,02/06/2018,36,1,1,1,1,315000,8750,315,0.607443992,,,,,,5.1999362,67.75,8,0.251
2,2018,27/06/2018,36,1,1,2,1,322000,8944.44,325,1.03379604,,,,,,2.3380793,61.78125,15,0.427
2,2018,07/06/2018,36,1,0,1,1,230999,6416.64,979,2.298361652,,,,,,1.0772954,61.78125,15,0.427
2,2018,29/06/2018,36,1,0,1,1,244999,6805.53,0,2.298361652,,,,,,1.0772954,61.78125,15,0.427
2,2018,29/06/2018,36,1,0,1,1,249899,6941.64,0,2.298361652,,,,,,1.0772954,61.78125,15,0.427
2,2018,21/06/2018,36,1,,1,1,297500,8263.89,770,0.369975926,,,,,,3.942864,75.40625,2,0.266
2,2018,21/06/2018,36,1,,1,1,374500,10402.78,770,0.381010125,,,,,,3.9223767,75.40625,2,0.266
2,2018,15/06/2018,37,1,1,1,1,203000,5486.49,840,0.482956585,,,,,,2.3921134,71.0625,4,0.225
2,2018,06/06/2018,37,1,,1,1,440981,11918.41,,0.152767886,,,,,,2.9613505,61.78125,15,0.427
2,2018,14/06/2018,37,1,0,1,1,254029,6865.65,70,0.907300041,,,,,,6.0082772,53.75,29,0.47
2,2018,05/06/2018,37,1,0,1,0,220150,5950,227,0.477831678,,,,,,5.984547,59.59375,19,0.326
2,2018,05/06/2018,37,1,1,1,1,280000,7567.57,630,0.684176865,,,,,,3.4801867,75.40625,2,0.266
2,2018,07/06/2018,38,1,0,1,1,280000,7368.42,909,0.345471702,,,,,,3.9535053,75.40625,2,0.266
2,2018,06/06/2018,38,1,0,1,1,393400,10352.63,214,0.144813801,,,,,,2.8569216,68.96875,7,0.437
2,2018,24/06/2018,38,1,0,1,1,237999,6263.13,203,0.897068834,,,,,,7.759498,64.3125,11,0.282
2,2018,11/06/2018,38,1,1,1,1,311500,8197.37,501,1.553126475,,,,,,6.1101247,70.0625,6,0.21
2,2018,08/06/2018,39,1,1,1,1,417304,10700.1,546,1.696864877,,,,,,0.8987694,61.78125,15,0.427
2,2018,19/06/2018,39,1,0,1,1,355600,9117.95,395,1.646031671,,,,,,0.8276562,61.78125,15,0.427
2,2018,07/06/2018,40,1,,1,,348600,8715,350,0.513873789,,,,,,2.2921725,71.0625,4,0.225
2,2018,19/06/2018,40,1,0,1,0,336000,8400,280,0.165914583,,,,,,2.3264322,71.0625,4,0.225
2,2018,25/06/2018,40,1,,1,,297500,7437.5,220,0.459766316,,,,,,3.839522,75.40625,2,0.266
2,2018,21/06/2018,40,1,1,1,1,471099,11777.48,224,0.547237832,,,,,,2.6427608,71.0625,4,0.225
2,2018,08/06/2018,40,1,0,1,1,406000,10150,630,14.28976351,,,,,,20.8489887,29.5,94,0.107
2,2018,22/06/2018,40,1,0,1,1,315000,7875,909,0.833141147,,,,,,3.3553987,75.40625,2,0.266
2,2018,02/06/2018,40,1,0,1,1,222600,5565,700,0.462658348,,,,,,4.726552,78.21875,1,0.203
2,2018,06/06/2018,40,1,0,1,1,237999,5949.98,427,2.954856672,,,,,,7.3096066,27.5,95,0.145
2,2018,28/06/2018,40,1,,1,0,280000,7000,,1.74536461,,,,,,13.0919477,62.71875,14,0.212
2,2018,13/06/2018,41,1,1,1,1,311500,7597.56,0,0.631476249,,,,,,3.7745867,75.40625,2,0.266
2,2018,06/06/2018,41,1,1,1,1,481282,11738.59,,0.547237832,,,,,,2.6427608,71.0625,4,0.225
2,2018,23/06/2018,41,1,0,1,0,220500,5378.05,280,0.341993471,,,,,,5.8835973,78.21875,1,0.203
2,2018,19/06/2018,41,1,,1,1,319200,7785.37,0,0.638866712,,,,,,4.9182164,78.21875,1,0.203
2,2018,27/06/2018,41,1,0,1,1,427000,10414.63,743,0.943044776,,,,,,3.3492614,75.40625,2,0.266
2,2018,02/06/2018,41,1,0,1,0,329000,8024.39,770,1.088634236,,,,,,2.4729645,61.78125,15,0.427
2,2018,04/06/2018,41,1,0,1,1,278600,6795.12,770,2.059872099,,,,,,1.8608876,61.78125,15,0.427
2,2018,06/06/2018,41,1,0,1,1,210000,5121.95,430,2.075569849,,,,,,10.647885,54.6875,26,0.144
2,2018,21/06/2018,42,1,1,1,1,336000,8000,1225,0.499643337,,,,,,3.4433292,75.40625,2,0.266
2,2018,07/06/2018,42,1,0,1,1,539000,12833.33,1540,0.631476249,,,,,,3.7745867,75.40625,2,0.266
2,2018,20/06/2018,42,1,1,1,1,371000,8833.33,340,0.459766316,,,,,,3.839522,75.40625,2,0.266
2,2018,07/06/2018,42,1,0,1,1,269500,6416.67,315,0.662164244,,,,,,6.2674137,53.75,29,0.47
2,2018,06/06/2018,42,1,0,1,1,392000,9333.33,525,0.511329843,,,,,,2.3668882,71.0625,4,0.225
2,2018,21/06/2018,42,1,0,1,1,251999,5999.98,0,0.869563686,,,,,,1.6288135,71.0625,4,0.225
2,2018,14/06/2018,42,1,0,1,0,255499,6083.31,266,0.688589748,,,,,,5.7988672,59.59375,19,0.326
2,2018,05/06/2018,42,1,1,2,1,342650,8158.33,581,0.943475408,,,,,,5.5333057,70.0625,6,0.21
2,2018,06/06/2018,42,1,,1,,707000,16833.33,840,2.142119501,,,,,,0.4791439,61.78125,15,0.427
2,2018,19/06/2018,42,2,0,1,1,253399,6033.31,171,0.931073211,,,,,,7.3011284,57.46875,22,0.285
2,2018,06/06/2018,42,1,,1,,232339,5531.88,,0.336858077,,,,,,6.1715163,59.59375,19,0.326
2,2018,26/06/2018,43,2,1,1,1,413000,9604.65,1225,1.018852178,,,,,,3.1784171,75.40625,2,0.266
2,2018,14/06/2018,43,1,0,1,0,262500,6104.65,280,0.680444349,,,,,,3.9006788,71.21875,3,0.234
2,2018,06/06/2018,43,1,,1,2,463693,10783.56,,0.393664,,,,,,2.9212863,61.78125,15,0.427
2,2018,29/06/2018,44,2,,1,1,230999,5249.98,,1.052084294,,,,,,9.1777035,63.03125,13,0.154
2,2018,21/06/2018,44,1,0,1,1,455000,10340.91,420,1.941415155,,,,,,0.8716213,61.78125,15,0.427
2,2018,20/06/2018,44,1,1,1,1,419300,9529.55,306,2.155308819,,,,,,1.1799145,61.78125,15,0.427
2,2018,25/06/2018,44,1,0,1,1,427000,9704.55,329,2.155308819,,,,,,1.1799145,61.78125,15,0.427
2,2018,04/06/2018,45,1,0,1,1,385000,8555.56,419,0.578633445,,,,,,2.896975,71.0625,4,0.225
2,2018,06/06/2018,45,2,,1,1,291224,6471.64,,3.802036605,,,,,,10.5614119,51.3125,35,0.186
2,2018,21/06/2018,45,2,,1,1,455000,10111.11,770,0.333593154,,,,,,4.0271754,75.40625,2,0.266
2,2018,19/06/2018,45,1,1,1,1,280000,6222.22,840,1.29546699,,,,,,3.2126104,71.0625,4,0.225
2,2018,09/06/2018,45,1,,1,1,285600,6346.67,248,0.611286762,,,,,,5.3201848,67.75,8,0.251
2,2018,14/06/2018,45,2,,1,1,266000,5911.11,280,0.27505528,,,,,,6.5826538,59.59375,19,0.326
2,2018,18/06/2018,45,1,1,1,1,332500,7388.89,0,0.521981541,,,,,,4.7856469,78.21875,1,0.203
2,2018,11/06/2018,45,1,0,1,1,294000,6533.33,392,0.879897233,,,,,,5.3999702,70.0625,6,0.21
2,2018,15/06/2018,45,1,1,2,1,392000,8711.11,499,0.878413541,,,,,,3.0062512,47.65625,47,0.254
2,2018,11/06/2018,45,1,1,1,1,270200,6004.44,350,0.272633747,,,,,,13.0368049,54.6875,26,0.243
2,2018,26/06/2018,45,1,0,1,1,472499,10499.98,837,0.684176865,,,,,,3.4801867,75.40625,2,0.266
2,2018,13/06/2018,45,1,1,2,1,461999,10266.64,882,0.526771092,,,,,,5.3209392,61,17,0.304
2,2018,20/06/2018,45,1,0,1,1,237999,5288.87,0,0.351219085,,,,,,7.8996954,44.5,56,0.166
2,2018,07/06/2018,45,1,1,2,1,378000,8400,581,0.611313345,,,,,,4.4510324,68.96875,7,0.437
2,2018,22/06/2018,46,2,0,1,1,371000,8065.22,489,0.355213837,,,,,,4.434698,67.75,8,0.251
2,2018,15/06/2018,46,1,1,1,1,346500,7532.61,1014,1.052224604,,,,,,1.4130957,71.0625,4,0.225
2,2018,12/06/2018,46,1,1,1,0,910000,19782.61,1540,1.950793741,,,,,,0.6199291,61.78125,15,0.427
2,2018,12/06/2018,47,1,1,1,1,372400,7923.4,0,0.800624767,,,,,,3.5805439,47.65625,47,0.254
2,2018,05/06/2018,47,2,0,1,1,301000,6404.26,350,0.528509212,,,,,,5.4325944,70.0625,6,0.21
