date;area_m2;bedrooms;suite;bathrooms;garage;price_real_month;price_m2;condo_real;metro_dist_km;gym;field_quadra;elevator;furnished;swimming_pool;delta_cbd_farialima;inequality_meter;inequality_rank;teleworkable
26/10/2018;115;3;3;3;3;3849;33.46956522;1610;1.403656964;;;;;;5.738768996;70.0625;6;0.185
28/03/2018;59;1;0;1;1;909;15.40677966;420;6.751357377;;;;;;11.98310671;47.34375;48;0.097
28/08/2019;38;1;0;1;0;780;20.52631579;0;0.522339686;0;0;0;0;0;7.673451088;45.375;62;0.267
11/09/2019;38;1;0;1;0;780;20.52631579;0;0.522339686;0;0;0;0;0;7.673451088;45.375;62;0.267
02/12/2019;28;1;0;1;0;780;27.85714286;0;0.522339686;0;0;0;0;0;7.673451088;45.375;62;0.142
28/09/2018;245;3;3;3;4;9100;37.14285714;2450;2.526281292;;;;;;0.438511537;61.78125;15;0.181
10/05/2021;60;2;0;2;1;2500;41.66666667;0;0.472959518;0;0;0;0;0;6.767659797;58.71875;17;0.245
06/10/2021;60;2;0;2;1;2500;41.66666667;0;0.472959518;0;0;0;0;0;6.767659797;58.71875;17;0.201
05/12/2018;132;1;1;1;2;4200;31.81818182;1363;2.450123626;;;;;;0.337082023;61.78125;15;0.296
27/02/2018;74;1;1;1;1;3849;52.01351351;1120;2.068484751;;;;;;1.720724924;75.40625;2;0.093
05/05/2020;65;2;1;2;1;3200;49.23076923;846;0.527151757;0;0;1;0;0;3.662564203;56.03125;21;0.206
29/04/2020;65;2;0;2;1;3300;50.76923077;0;0.527151757;0;0;0;0;0;3.662564203;56.03125;21;0.206
07/01/2019;54;1;0;1;1;840;15.55555556;665;1.061538838;;;;;;15.75336867;52.40625;30;0.183
07/02/2019;155;3;1;3;2;3100;20;1560;1.422715259;0;0;0;0;0;6.279262206;64.21875;9;0.182
02/11/2018;125;3;2;3;2;4200;33.6;1113;2.364283495;;;;;;0.518484017;61.78125;15;0.296
05/11/2018;52;2;1;2;1;3150;60.57692308;560;2.364283495;;;;;;0.518484017;61.78125;15;0.296
23/01/2019;52;1;0;1;1;3430;65.96153846;585;2.364283495;;;;;;0.518484017;62.5;11;0.303
09/03/2021;100;3;0;3;1;3500;35;1223;0.443121932;0;0;1;0;0;4.422916177;59.3125;13;0.222
11/10/2019;200;3;0;4;2;13000;65;0;1.563188315;0;0;0;0;0;1.601560797;65.8125;5;0.382
30/03/2021;62;2;0;1;1;1900;30.64516129;705;0.171265041;1;0;0;0;0;7.236076093;64.59375;5;0.094
27/06/2018;77;3;1;3;2;2029;26.35064935;700;0.820576586;;;;;;3.260328617;71.0625;4;0.225
03/01/2019;53;1;0;1;0;1800;33.96226415;0;0.261535633;0;0;0;0;0;4.351482074;65.625;7;0.105
20/12/2021;50;1;0;1;0;2125;42.5;0;0.261535633;0;0;0;0;0;4.351482074;57.86666667;19;0.121
31/10/2018;180;4;3;4;3;5110;28.38888889;1959;0.941419812;;;;;;2.172728485;61.78125;15;0.296
05/11/2018;180;4;3;4;3;5110;28.38888889;1959;0.941419812;;;;;;2.172728485;61.78125;15;0.296
27/11/2018;180;4;3;4;3;5530;30.72222222;1330;0.941419812;;;;;;2.172728485;61.78125;15;0.296
25/06/2019;45;1;0;1;1;1850;41.11111111;548;0.53474291;0;0;0;0;0;4.724114021;66.15625;4;0.185
04/09/2019;45;1;0;1;1;1950;43.33333333;0;0.53474291;0;0;0;0;0;4.724114021;66.15625;4;0.241
25/02/2019;180;2;1;2;1;4760;26.44444444;1407;0.205060463;;;;;;4.021164233;65.76666667;6;0.201
13/01/2019;127;1;0;1;1;3709;29.20472441;805;0.205060463;;;;;;4.021164233;65.76666667;6;0.201
14/05/2020;105;3;1;3;2;3200;30.47619048;1180;1.260176536;1;1;1;0;1;6.09862282;61.875;10;0.175
20/09/2021;100;3;0;3;2;3900;39;0;1.260176536;0;0;0;0;0;6.09862282;56.9375;22;0.263
22/05/2018;311;3;3;3;4;6300;20.25723473;2642;0.250838101;;;;;;3.176688587;47.65625;47;0.254
13/09/2018;311;4;3;4;4;7000;22.50803859;2793;0.250838101;;;;;;3.176688587;47.65625;47;0.133
30/01/2019;300;3;3;3;4;8400;28;2800;0.250838101;;;;;;3.176688587;39.46875;79;0.155
22/02/2019;311;3;3;3;4;10500;33.76205788;2800;0.250838101;;;;;;3.176688587;39.46875;79;0.155
01/01/2020;50;1;0;1;1;1700;34;0;0.717219948;0;0;0;0;0;5.639361497;60.34375;13;0.165
25/12/2019;50;1;0;1;1;1700;34;511;0.717219948;0;0;0;0;0;5.639361497;56.1;20;0.248
18/09/2019;50;1;0;1;1;2100;42;0;0.717219948;0;0;0;0;0;5.639361497;56.1;20;0.209
18/10/2019;50;1;0;1;1;2100;42;511;0.717219948;0;0;0;0;0;5.639361497;56.1;20;0.248
01/11/2019;50;1;0;1;1;2100;42;511;0.717219948;0;0;0;0;0;5.639361497;56.1;20;0.248
05/05/2020;70;2;0;2;1;2000;28.57142857;500;0.686327867;0;0;0;0;0;7.783492583;63.6875;5;0.121
05/05/2020;54;2;1;2;2;2350;43.51851852;1152;0.105667507;0;0;0;0;0;5.273813271;72.40625;1;0.139
06/02/2019;90;2;1;2;1;5110;56.77777778;595;2.27031956;;;;;;0.800377061;62.5;11;0.303
15/02/2019;44;1;0;1;1;1420;32.27272727;567;0.607336948;;;;;;3.527549839;65.76666667;6;0.201
25/07/2018;44;1;0;1;1;1479;33.61363636;870;0.607336948;;;;;;3.527549839;75.40625;2;0.112
05/02/2019;200;4;1;4;2;7559;37.795;1889;2.565815864;;;;;;5.894673419;59.86666667;13;0.272
28/02/2018;335;1;2;1;3;8400;25.07462687;1540;0.908132895;;;;;;5.49491622;78.21875;1;0.066
12/10/2018;166;3;1;3;2;3500;21.08433735;1155;0.814514135;;;;;;4.23081653;68.96875;7;0.34
22/01/2019;136;1;0;1;0;2800;20.58823529;317;0.482510891;;;;;;3.251240579;65.8125;5;0.327
23/06/2021;70;2;0;2;1;2150;30.71428571;0;0.880294625;0;0;0;0;0;3.502046518;43.125;68;0.189
07/08/2019;100;3;0;2;1;1850;18.5;0;4.476826299;0;0;0;0;0;10.30717914;49.875;37;0.106
05/11/2018;200;2;1;2;1;3150;15.75;1369;0.671890613;;;;;;5.361697906;78.21875;1;0.107
06/02/2019;200;4;2;4;1;3849;19.245;1750;0.671890613;;;;;;5.361697906;65.625;7;0.105
02/01/2019;170;4;1;4;2;4900;28.82352941;1610;0.156682994;;;;;;4.435113103;65.625;7;0.105
05/01/2018;85;2;0;2;1;1900;22.35294118;644;0.414415531;0;0;1;0;0;4.90252206;60.875;18;0.193
13/11/2018;280;2;3;2;4;12600;45;3224;0.394325906;;;;;;3.03594357;71.0625;4;0.192
26/12/2018;280;4;3;4;4;12600;45;3224;0.394325906;;;;;;3.03594357;71.0625;4;0.192
02/02/2021;80;3;0;2;1;2200;27.5;0;0.325154241;0;0;0;0;0;4.642033451;66.3125;3;0.156
05/01/2018;28;1;0;1;0;950;33.92857143;335;0.537583487;0;0;1;0;0;7.23315033;59.59375;19;0.115
24/09/2018;45;1;1;1;1;1060;23.55555556;0;0.894339229;;;;;;3.391543374;75.40625;2;0.112
25/01/2019;45;1;1;1;1;1120;24.88888889;710;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
14/12/2018;35;1;0;1;1;909;25.97142857;909;0.894339229;;;;;;3.391543374;75.40625;2;0.173
05/07/2018;100;2;1;2;2;2600;26;1750;0.894339229;;;;;;3.391543374;75.40625;2;0.112
18/01/2019;45;1;1;1;1;1225;27.22222222;1050;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
14/02/2019;45;1;1;1;1;1225;27.22222222;1050;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
16/10/2018;45;1;1;1;1;1225;27.22222222;1050;0.894339229;;;;;;3.391543374;75.40625;2;0.173
05/12/2018;42;1;0;1;1;1169;27.83333333;965;0.894339229;;;;;;3.391543374;75.40625;2;0.173
19/02/2019;35;1;0;1;1;979;27.97142857;909;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
16/11/2018;40;1;1;1;1;1120;28;1050;0.894339229;;;;;;3.391543374;75.40625;2;0.173
14/02/2019;50;1;1;1;1;1424;28.48;710;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
25/04/2018;36;1;0;1;1;1057;29.36111111;826;0.894339229;;;;;;3.391543374;75.40625;2;0.266
23/05/2018;42;1;0;1;1;1274;30.33333333;923;0.894339229;;;;;;3.391543374;75.40625;2;0.266
30/08/2018;40;1;1;1;1;1260;31.5;770;0.894339229;;;;;;3.391543374;75.40625;2;0.112
27/10/2018;42;1;1;1;1;1358;32.33333333;602;0.894339229;;;;;;3.391543374;75.40625;2;0.173
16/08/2018;40;1;1;1;1;1330;33.25;840;0.894339229;;;;;;3.391543374;75.40625;2;0.112
21/06/2018;35;1;0;1;1;1169;33.4;770;0.894339229;;;;;;3.391543374;75.40625;2;0.266
06/08/2018;35;1;1;1;1;1260;36;700;0.894339229;;;;;;3.391543374;75.40625;2;0.112
21/06/2018;35;1;0;1;1;1270;36.28571429;770;0.894339229;;;;;;3.391543374;75.40625;2;0.266
21/06/2018;35;1;0;1;1;1274;36.4;770;0.894339229;;;;;;3.391543374;75.40625;2;0.266
17/05/2018;38;1;1;1;1;1400;36.84210526;630;0.894339229;;;;;;3.391543374;75.40625;2;0.266
21/06/2018;35;1;0;1;1;1319;37.68571429;770;0.894339229;;;;;;3.391543374;75.40625;2;0.266
01/11/2018;45;1;1;1;1;1750;38.88888889;735;0.894339229;;;;;;3.391543374;75.40625;2;0.173
02/02/2019;42;1;0;1;1;1653;39.35714286;710;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
21/06/2018;35;1;0;1;1;1417;40.48571429;770;0.894339229;;;;;;3.391543374;75.40625;2;0.266
20/12/2018;35;1;1;1;1;1470;42;770;0.894339229;;;;;;3.391543374;75.40625;2;0.173
23/07/2019;38;1;1;1;1;1600;42.10526316;1420;0.885915433;0;0;0;0;0;3.401464753;65.76666667;6;0.257
05/05/2019;33;1;0;1;1;1440;43.63636364;1530;0.885915433;0;0;0;0;0;3.401464753;65.76666667;6;0.183
19/05/2019;33;1;0;1;1;1450;43.93939394;1530;0.885915433;0;0;0;0;0;3.401464753;65.76666667;6;0.183
14/02/2019;32;1;0;1;1;1459;45.59375;710;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
21/06/2018;33;1;0;1;1;1547;46.87878788;770;0.894339229;;;;;;3.391543374;75.40625;2;0.266
21/02/2019;35;1;1;1;1;1680;48;770;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
14/08/2019;32;1;0;1;1;1700;53.125;0;0.885915433;0;0;0;0;0;3.401464753;65.76666667;6;0.257
14/02/2019;32;1;1;1;1;1750;54.6875;770;0.894339229;;;;;;3.391543374;65.76666667;6;0.201
28/04/2019;40;1;1;1;1;3700;92.5;0;0.885915433;0;0;0;0;0;3.401464753;65.76666667;6;0.183
25/03/2020;60;2;0;1;1;1300;21.66666667;480;5.293320285;1;1;1;1;1;12.53292571;32.625;93;0.118
01/04/2020;60;2;0;1;1;1300;21.66666667;0;5.293320285;0;0;0;0;0;12.53292571;32.625;93;0.151
09/02/2018;128;4;1;4;1;4200;32.8125;805;1.636056347;;;;;;0.972372727;71.0625;4;0.087
28/02/2018;127;3;1;3;2;4550;35.82677165;770;1.636056347;;;;;;0.972372727;71.0625;4;0.087
05/12/2018;120;1;1;1;1;4900;40.83333333;665;1.636056347;;;;;;0.972372727;71.0625;4;0.192
21/11/2021;110;3;0;3;1;5900;53.63636364;0;0.769530382;0;0;0;0;0;3.533740648;65.28125;4;0.222
01/11/2018;110;3;1;3;3;2029;18.44545455;676;0.810404466;;;;;;5.877487864;53.75;29;0.069
28/09/2018;100;3;0;3;2;2100;21;690;0.810404466;;;;;;5.877487864;53.75;29;0.061
25/06/2019;100;3;1;3;2;2600;26;912;0.810404466;0;0;0;0;0;5.877487864;53.21875;27;0.487
16/07/2019;100;3;1;3;2;2600;26;912;0.810404466;0;0;0;0;0;5.877487864;53.21875;27;0.104
21/02/2019;80;3;1;3;1;2450;30.625;826;0.719519359;;;;;;3.814405858;65.76666667;6;0.201
10/04/2018;274;3;3;3;2;4550;16.60583942;1889;2.096207432;;;;;;6.699573443;37.625;78;0.233
31/10/2018;84;2;0;2;1;2450;29.16666667;560;1.062611567;;;;;;1.518172507;61.78125;15;0.296
15/02/2019;71;2;0;2;1;2240;31.54929577;551;1.062611567;;;;;;1.518172507;62.5;11;0.303
31/10/2018;260;4;3;4;4;4200;16.15384615;2586;1.011321147;;;;;;3.393250529;71.0625;4;0.192
07/02/2018;130;3;2;3;1;5600;43.07692308;1260;0.530930999;;;;;;3.827029069;75.40625;2;0.093
12/01/2018;115;2;2;2;1;5600;48.69565217;1610;0.530930999;;;;;;3.827029069;75.40625;2;0.093
22/08/2018;115;3;2;3;1;5600;48.69565217;1470;0.530930999;;;;;;3.827029069;75.40625;2;0.112
18/06/2020;115;3;0;4;2;2260;19.65217391;0;1.874445984;0;0;0;0;0;6.937919344;46.5625;50;0.215
24/02/2019;42;1;0;1;1;2283;54.35714286;435;1.033738194;;;;;;1.406338458;71.21875;2;0.183
15/12/2018;160;4;1;4;3;2450;15.3125;882;1.938011343;;;;;;11.41508698;54.6875;26;0.172
15/12/2018;190;1;1;1;2;3500;18.42105263;1050;0.178235807;;;;;;3.060581144;47.65625;47;0.154
05/02/2019;147;3;1;3;2;4059;27.6122449;1050;1.197995911;;;;;;11.61018351;55.96875;21;0.128
24/02/2019;64;2;1;2;1;1050;16.40625;525;1.901339385;;;;;;6.940603263;49.46875;40;0.207
04/09/2019;60;2;0;1;1;1500;25;0;1.901339385;0;0;0;0;0;6.940603263;49.46875;40;0.294
24/02/2019;63;2;1;2;1;1889;29.98412698;708;0.866868627;;;;;;1.58233161;71.21875;2;0.183
03/02/2019;56;2;1;2;0;1750;31.25;742;0.866868627;;;;;;1.58233161;71.21875;2;0.183
02/02/2019;49;1;0;1;1;1691;34.51020408;755;0.866868627;;;;;;1.58233161;71.21875;2;0.183
04/06/2020;41;1;0;1;1;2300;56.09756098;0;0.408041243;0;0;0;0;0;5.087344467;47.03125;49;0.312
12/09/2021;32;1;0;1;0;1000;31.25;0;0.636886471;0;0;0;0;0;5.502781302;59.3125;13;0.45
12/09/2018;70;2;0;2;0;2380;34;716;0.724222033;;;;;;2.068213444;68.96875;7;0.174
05/11/2018;70;1;0;1;0;2380;34;755;0.724222033;;;;;;2.068213444;68.96875;7;0.34
23/01/2019;116;3;1;3;3;1750;15.0862069;1330;1.434998346;;;;;;10.67002229;48.84375;45;0.139
01/01/2020;67;2;0;2;1;2500;37.31343284;0;0.383779603;0;0;0;0;0;4.657016826;59.78125;14;0.22
18/12/2019;67;2;0;2;1;2500;37.31343284;0;0.383779603;0;0;0;0;0;4.657016826;66.15625;4;0.227
11/02/2019;84;1;1;1;1;1540;18.33333333;503;2.290042643;;;;;;7.819206935;56.5;18;0.119
24/02/2019;114;3;1;3;1;1889;16.57017544;700;0.522857203;;;;;;3.842948272;62.375;12;0.153
22/12/2018;198;4;2;4;3;3150;15.90909091;2688;0.758003989;;;;;;6.164343517;64.3125;11;0.286
06/10/2021;47;2;0;1;1;1250;26.59574468;0;3.467869238;0;0;0;0;0;18.2650223;47.90625;44;0.17
13/11/2021;47;2;0;1;1;1250;26.59574468;0;3.467869238;0;0;0;0;0;18.2650223;47.90625;44;0.17
13/12/2021;47;2;0;1;1;1250;26.59574468;0;3.467869238;0;0;0;0;0;18.2650223;47.90625;44;0.17
02/02/2019;70;2;1;2;2;3185;45.5;1150;0.538921507;;;;;;3.863722192;65.76666667;6;0.201
30/03/2021;50;1;1;1;1;3000;60;1145;0.538921507;1;1;1;1;1;3.863722192;59.7;11;0.233
01/05/2021;50;1;1;1;1;3000;60;1145;0.538921507;1;1;1;1;1;3.863722192;59.7;11;0.222
07/11/2018;63;2;1;2;1;3919;62.20634921;985;0.538921507;;;;;;3.863722192;75.40625;2;0.173
22/03/2019;60;2;1;2;2;4500;75;1645;0.538921507;0;0;0;0;0;3.863722192;65.76666667;6;0.201
24/01/2019;112;3;0;4;2;2700;24.10714286;0;1.601920432;0;0;0;0;0;6.197562386;64.21875;9;0.182
31/07/2019;40;1;0;1;1;1100;27.5;0;0.463315127;0;0;0;0;0;16.01499568;53.53125;25;0.143
01/01/2021;68;2;0;2;1;3485;51.25;498;2.385570617;0;0;0;0;0;0.466306954;67.9375;1;0.382
02/02/2021;70;2;0;2;1;3600;51.42857143;0;2.385570617;0;0;0;0;0;0.466306954;67.9375;1;0.382
19/05/2019;58;2;0;1;2;1400;24.13793103;0;1.037114632;0;0;0;0;0;7.514551123;35.21875;90;0.235
17/10/2018;115;2;1;2;2;3500;30.43478261;1106;0.674788118;;;;;;2.985698958;71.0625;4;0.192
13/11/2018;112;3;1;3;2;3500;31.25;1050;0.674788118;;;;;;2.985698958;71.0625;4;0.192
22/05/2018;115;4;1;4;2;4550;39.56521739;1050;0.674788118;;;;;;2.985698958;71.0625;4;0.225
22/02/2019;75;1;1;1;2;1400;18.66666667;595;4.776869547;;;;;;8.804759726;40.75;73;0.141
28/08/2021;55;2;0;1;1;1500;27.27272727;0;0.530713221;0;0;0;0;0;5.437770196;66.3125;3;0.339
21/08/2021;55;2;0;1;1;2000;36.36363636;0;0.530713221;0;0;0;0;0;5.437770196;66.3125;3;0.339
15/02/2019;35;1;1;1;1;1134;32.4;1120;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
12/01/2019;30;1;1;1;1;979;32.63333333;1260;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
14/02/2019;30;1;1;1;1;979;32.63333333;1260;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
15/08/2018;30;1;1;1;1;979;32.63333333;1260;0.333593154;;;;;;4.027175425;75.40625;2;0.112
14/02/2019;32;1;0;1;1;1078;33.6875;1122;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
14/02/2019;28;1;0;1;1;965;34.46428571;1190;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
20/03/2018;28;1;0;1;1;965;34.46428571;1127;0.333593154;;;;;;4.027175425;75.40625;2;0.093
15/08/2018;30;1;1;1;1;1050;35;1120;0.333593154;;;;;;4.027175425;75.40625;2;0.112
22/04/2020;28;1;0;1;1;1000;35.71428571;0;0.333593154;0;0;0;0;0;4.027175425;56.03125;21;0.206
11/06/2020;28;1;0;1;1;1000;35.71428571;0;0.333593154;0;0;0;0;0;4.027175425;56.03125;21;0.206
29/06/2018;29;1;1;1;1;1043;35.96551724;1120;0.333593154;;;;;;4.027175425;75.40625;2;0.266
17/08/2018;29;1;1;1;1;1043;35.96551724;1120;0.333593154;;;;;;4.027175425;75.40625;2;0.112
12/01/2019;30;1;1;1;1;1085;36.16666667;1155;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
05/11/2018;35;1;1;1;1;1330;38;770;0.333593154;;;;;;4.027175425;75.40625;2;0.173
17/08/2018;29;1;1;1;1;1113;38.37931034;1120;0.333593154;;;;;;4.027175425;75.40625;2;0.112
14/02/2019;30;1;1;1;1;1155;38.5;1085;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
30/07/2018;35;1;0;1;1;1365;39;1127;0.333593154;;;;;;4.027175425;75.40625;2;0.112
27/07/2018;30;1;0;1;1;1260;42;700;0.333593154;;;;;;4.027175425;75.40625;2;0.112
06/11/2018;30;1;0;1;1;1260;42;909;0.333593154;;;;;;4.027175425;75.40625;2;0.173
21/05/2020;33;1;0;1;1;1400;42.42424242;0;0.333593154;0;0;0;0;0;4.027175425;56.03125;21;0.206
14/02/2019;28;1;1;1;1;1190;42.5;1120;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
21/06/2018;38;1;0;1;1;1617;42.55263158;770;0.333593154;;;;;;4.027175425;75.40625;2;0.266
30/10/2018;35;1;1;1;1;1540;44;770;0.333593154;;;;;;4.027175425;75.40625;2;0.173
15/08/2018;28;1;1;1;1;1267;45.25;1134;0.333593154;;;;;;4.027175425;75.40625;2;0.112
21/06/2018;35;1;0;1;1;1610;46;770;0.333593154;;;;;;4.027175425;75.40625;2;0.266
01/02/2019;30;1;0;1;1;1400;46.66666667;840;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
21/06/2018;35;1;0;1;1;1648;47.08571429;770;0.333593154;;;;;;4.027175425;75.40625;2;0.266
21/06/2018;35;1;0;1;1;1669;47.68571429;770;0.333593154;;;;;;4.027175425;75.40625;2;0.266
21/06/2018;35;1;0;1;1;1676;47.88571429;770;0.333593154;;;;;;4.027175425;75.40625;2;0.266
21/06/2018;35;1;0;1;1;1683;48.08571429;770;0.333593154;;;;;;4.027175425;75.40625;2;0.266
08/04/2020;28;1;0;1;1;1380;49.28571429;0;0.333593154;0;0;0;0;0;4.027175425;56.03125;21;0.206
07/02/2019;35;1;1;1;1;1819;51.97142857;489;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
11/05/2018;29;1;1;1;1;1610;55.51724138;560;0.333593154;;;;;;4.027175425;75.40625;2;0.266
15/08/2018;43;1;1;1;1;2660;61.86046512;2240;0.333593154;;;;;;4.027175425;75.40625;2;0.112
29/04/2020;28;1;0;1;1;1800;64.28571429;0;0.333593154;0;0;0;0;0;4.027175425;56.03125;21;0.206
15/08/2018;43;1;1;1;1;3010;70;1120;0.333593154;;;;;;4.027175425;75.40625;2;0.112
08/11/2018;43;1;1;1;1;3010;70;2240;0.333593154;;;;;;4.027175425;75.40625;2;0.173
09/07/2019;55;2;0;2;1;3997;72.67272727;0;0.333593154;0;0;0;0;0;4.027175425;65.76666667;6;0.257
06/07/2018;28;1;0;1;1;2100;75;0;0.333593154;;;;;;4.027175425;75.40625;2;0.112
05/05/2019;50;2;2;2;1;4000;80;2300;0.333593154;0;0;0;0;0;4.027175425;65.76666667;6;0.183
05/05/2020;48;2;0;2;2;4789;99.77083333;1278;0.333593154;1;0;1;1;1;4.027175425;56.03125;21;0.206
02/07/2020;48;2;0;2;2;4789;99.77083333;2585;0.333593154;1;0;1;1;1;4.027175425;56.03125;21;0.269
02/12/2019;30;1;1;1;1;3300;110;100;0.333593154;0;0;0;0;0;4.027175425;65.76666667;6;0.271
02/02/2019;27;2;0;2;1;4550;168.5185185;0;0.333593154;;;;;;4.027175425;65.76666667;6;0.201
10/01/2019;32;1;1;1;1;770;24.0625;1204;1.738947656;;;;;;2.501687713;62.5;11;0.303
14/02/2019;32;1;1;1;1;829;25.90625;1050;1.738947656;;;;;;2.501687713;62.5;11;0.303
03/10/2018;32;1;1;1;1;829;25.90625;1050;1.738947656;;;;;;2.501687713;61.78125;15;0.296
19/10/2018;31;1;1;1;1;909;29.32258065;1050;1.738947656;;;;;;2.501687713;61.78125;15;0.296
04/10/2018;32;1;1;1;1;969;30.28125;1050;1.738947656;;;;;;2.501687713;61.78125;15;0.296
04/10/2018;32;1;1;1;1;1039;32.46875;1050;1.738947656;;;;;;2.501687713;61.78125;15;0.296
07/02/2018;32;1;0;1;1;1109;34.65625;1050;1.738947656;;;;;;2.501687713;61.78125;15;0.174
04/10/2018;32;1;0;1;1;1109;34.65625;1050;1.738947656;;;;;;2.501687713;61.78125;15;0.296
27/09/2018;35;1;1;1;1;1260;36;1050;1.738947656;;;;;;2.501687713;61.78125;15;0.181
21/06/2018;35;1;0;1;1;1298;37.08571429;770;1.738947656;;;;;;2.501687713;61.78125;15;0.427
09/10/2018;32;1;1;1;1;1225;38.28125;1050;1.738947656;;;;;;2.501687713;61.78125;15;0.296
16/01/2019;32;1;1;1;1;1330;41.5625;700;1.738947656;;;;;;2.501687713;62.5;11;0.303
25/08/2018;32;1;1;1;1;1330;41.5625;700;1.738947656;;;;;;2.501687713;61.78125;15;0.181
03/09/2018;31;1;0;1;1;1400;45.16129032;468;1.738947656;;;;;;2.501687713;61.78125;15;0.181
05/12/2018;33;1;0;1;1;2100;63.63636364;0;1.738947656;;;;;;2.501687713;61.78125;15;0.296
26/02/2020;31;1;0;1;1;2000;64.51612903;0;1.738947656;0;0;0;0;0;2.501687713;64.6875;4;0.322
18/01/2019;32;1;1;1;1;2100;65.625;0;1.738947656;;;;;;2.501687713;62.5;11;0.303
24/02/2018;31;1;1;1;0;1400;45.16129032;909;1.935356994;;;;;;0.864391775;61.78125;15;0.174
11/12/2018;34;1;0;1;1;1746;51.35294118;752;1.935356994;;;;;;0.864391775;61.78125;15;0.296
21/06/2018;35;1;0;1;1;1959;55.97142857;770;1.935356994;;;;;;0.864391775;61.78125;15;0.427
16/06/2019;33;1;1;1;1;2140;64.84848485;1540;1.935356994;0;0;0;0;0;0.864391775;62.5;11;0.308
02/07/2019;33;1;1;1;1;2140;64.84848485;1540;1.935356994;0;0;0;0;0;0.864391775;62.5;11;0.403
21/06/2018;35;1;0;1;1;2380;68;770;1.935356994;;;;;;0.864391775;61.78125;15;0.427
30/07/2018;90;1;1;1;2;3500;38.88888889;700;0.398919862;;;;;;6.691850881;64.3125;11;0.105
09/10/2018;31;1;0;1;1;909;29.32258065;979;1.254941195;;;;;;3.032003381;71.0625;4;0.192
03/08/2018;29;1;1;1;1;1155;39.82758621;805;1.254941195;;;;;;3.032003381;71.0625;4;0.179
14/02/2019;31;1;1;1;1;1295;41.77419355;840;1.254941195;;;;;;3.032003381;71.21875;2;0.183
03/08/2018;31;1;1;1;1;1295;41.77419355;840;1.254941195;;;;;;3.032003381;71.0625;4;0.179
24/04/2021;27;1;1;1;1;1152;42.66666667;1512;1.254941195;1;0;1;1;1;3.032003381;65.28125;4;0.15
10/07/2018;30;1;0;1;1;1330;44.33333333;630;1.254941195;;;;;;3.032003381;71.0625;4;0.179
14/02/2019;31;1;1;1;1;1435;46.29032258;840;1.254941195;;;;;;3.032003381;71.21875;2;0.183
14/08/2018;31;1;1;1;1;1435;46.29032258;840;1.254941195;;;;;;3.032003381;71.0625;4;0.179
31/01/2019;31;1;1;1;1;1505;48.5483871;840;1.254941195;;;;;;3.032003381;71.21875;2;0.183
21/08/2019;31;1;0;1;1;2150;69.35483871;0;1.254941195;0;0;0;0;0;3.032003381;71.21875;2;0.214
24/01/2019;28;1;0;1;1;1959;69.96428571;0;1.254941195;;;;;;3.032003381;71.21875;2;0.183
23/07/2019;56;2;0;1;1;1200;21.42857143;0;3.544701334;0;0;0;0;0;19.32790367;44.90625;66;0.101
26/05/2019;48;2;0;1;1;950;19.79166667;0;3.594862679;0;0;0;0;0;25.51127958;47.4375;48;0.184
09/07/2019;38;1;0;1;1;2100;55.26315789;0;0.336208299;0;0;0;0;0;5.18061807;65.625;7;0.167
18/06/2020;37;1;0;1;1;2100;56.75675676;0;0.336208299;0;0;0;0;0;5.18061807;66.71875;3;0.143
14/08/2019;38;1;1;1;1;2200;57.89473684;650;0.336208299;0;0;0;0;0;5.18061807;65.625;7;0.167
21/05/2020;40;1;0;1;1;2380;59.5;0;0.336208299;0;0;0;0;0;5.18061807;66.71875;3;0.143
18/10/2019;45;1;0;1;0;2200;48.88888889;0;1.74746259;0;0;0;0;0;0.712734582;62.5;11;0.363
10/01/2019;45;1;1;1;1;1790;39.77777778;788;0.663513223;0;0;0;0;0;5.286917022;57.8;15;0.369
13/07/2018;100;1;1;1;1;2296;22.96;1120;0.853799039;;;;;;3.409758523;75.40625;2;0.112
07/02/2019;110;3;1;2;1;8500;77.27272727;1200;0.853799039;0;0;0;0;0;3.409758523;65.76666667;6;0.201
03/05/2021;122;2;0;2;0;2000;16.39344262;0;1.094406507;0;0;0;0;0;6.286763034;56.9375;22;0.154
06/06/2021;122;2;0;2;0;2000;16.39344262;1500;1.094406507;0;0;1;0;0;6.286763034;56.9375;22;0.154
